steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,1.0,41,1.0,1,0.0
82,2,2.0,41,1.0,2,0.0
123,3,3.0,41,1.0,3,0.0
164,4,2.0,41,-1.0,3,2.0
205,5,3.0,41,1.0,4,2.0
246,6,2.0,41,-1.0,4,4.0
287,7,3.0,41,1.0,5,4.0
328,8,4.0,41,1.0,6,4.0
369,9,5.0,41,1.0,7,4.0
410,10,6.0,41,1.0,8,4.0
492,12,6.0,41,1.0,9,6.0
574,14,6.0,41,-1.0,10,8.0
697,17,5.0,41,1.0,11,12.0
820,20,8.0,41,1.0,14,12.0
1025,25,9.0,41,1.0,17,16.0
1230,30,8.0,41,-1.0,19,22.0
1640,40,14.0,41,-1.0,27,26.0
2050,50,10.0,41,-1.0,30,40.0
2460,60,10.0,41,1.0,35,50.0
2870,70,10.0,41,-1.0,40,60.0
3280,80,12.0,41,1.0,46,68.0
3690,90,10.0,41,-1.0,50,80.0
4100,100,12.0,41,-1.0,56,88.0
4920,120,14.0,41,1.0,67,106.0
5740,140,16.0,41,1.0,78,124.0
6970,170,22.0,41,1.0,96,148.0
8200,200,18.0,41,-1.0,109,182.0
10250,250,20.0,41,1.0,135,230.0
12300,300,16.0,41,1.0,158,284.0
16400,400,14.0,41,1.0,207,386.0
20500,500,22.0,41,1.0,261,478.0
24600,600,12.0,41,1.0,306,588.0
28700,700,20.0,41,1.0,360,680.0
32800,800,36.0,41,1.0,418,764.0
36900,900,32.0,41,-1.0,466,868.0
41000,1000,38.0,41,-1.0,519,962.0
49200,1200,42.0,41,1.0,621,1158.0
57400,1400,14.0,41,-1.0,707,1386.0
69700,1700,22.0,41,1.0,861,1678.0
82000,2000,12.0,41,1.0,1006,1988.0
102500,2500,32.0,41,1.0,1266,2468.0
123000,3000,38.0,41,1.0,1519,2962.0
164000,4000,68.0,41,1.0,2034,3932.0
205000,5000,74.0,41,1.0,2537,4926.0
246000,6000,134.0,41,-1.0,3067,5866.0
287000,7000,102.0,41,-1.0,3551,6898.0
328000,8000,98.0,41,1.0,4049,7902.0
369000,9000,108.0,41,1.0,4554,8892.0
410000,10000,128.0,41,1.0,5064,9872.0
