steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,0.0,3,1.0,2,4.0
15,5,-1.0,3,-1.0,2,6.0
18,6,-2.0,3,-1.0,2,8.0
21,7,-1.0,3,1.0,3,8.0
24,8,-2.0,3,-1.0,3,10.0
27,9,-3.0,3,-1.0,3,12.0
30,10,-4.0,3,-1.0,3,14.0
36,12,-4.0,3,1.0,4,16.0
42,14,-2.0,3,1.0,6,16.0
51,17,-3.0,3,1.0,7,20.0
60,20,-2.0,3,1.0,9,22.0
75,25,-5.0,3,-1.0,10,30.0
90,30,-4.0,3,1.0,13,34.0
120,40,-6.0,3,-1.0,17,46.0
150,50,-10.0,3,1.0,20,60.0
180,60,-10.0,3,-1.0,25,70.0
210,70,-8.0,3,1.0,31,78.0
240,80,-4.0,3,1.0,38,84.0
270,90,-4.0,3,-1.0,43,94.0
300,100,-6.0,3,1.0,47,106.0
360,120,-2.0,3,1.0,59,122.0
420,140,2.0,3,1.0,71,138.0
510,170,-2.0,3,-1.0,84,172.0
600,200,2.0,3,1.0,101,198.0
750,250,-14.0,3,-1.0,118,264.0
900,300,-18.0,3,-1.0,141,318.0
1200,400,-24.0,3,-1.0,188,424.0
1500,500,-22.0,3,-1.0,239,522.0
1800,600,-20.0,3,1.0,290,620.0
2100,700,-34.0,3,-1.0,333,734.0
2400,800,-26.0,3,-1.0,387,826.0
2700,900,-32.0,3,1.0,434,932.0
3000,1000,-28.0,3,1.0,486,1028.0
3600,1200,-36.0,3,-1.0,582,1236.0
4200,1400,-60.0,3,1.0,670,1460.0
5100,1700,-82.0,3,1.0,809,1782.0
6000,2000,-86.0,3,1.0,957,2086.0
7500,2500,-84.0,3,1.0,1208,2584.0
9000,3000,-90.0,3,-1.0,1455,3090.0
12000,4000,-72.0,3,1.0,1964,4072.0
15000,5000,-152.0,3,-1.0,2424,5152.0
18000,6000,-88.0,3,1.0,2956,6088.0
21000,7000,-92.0,3,-1.0,3454,7092.0
24000,8000,-54.0,3,1.0,3973,8054.0
27000,9000,-48.0,3,1.0,4476,9048.0
30000,10000,-24.0,3,-1.0,4988,10024.0
