steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
10,1,-0.006,10,-0.006,1,0
20,2,-0.013000000000000005,10,-0.007,2,0
30,3,-0.01900000000000001,10,-0.006,3,0
40,4,-0.024000000000000014,10,-0.005,4,0
50,5,-0.026000000000000016,10,-0.002,5,0
60,6,-0.03300000000000002,10,-0.007,6,0
70,7,-0.04100000000000003,10,-0.008,7,0
80,8,-0.047000000000000035,10,-0.006,8,0
90,9,-0.05400000000000004,10,-0.007,9,0
100,10,-0.060000000000000046,10,-0.006,10,0
120,12,-0.07200000000000005,10,-0.006,12,0
140,14,-0.08400000000000006,10,-0.006,14,0
170,17,-0.10200000000000008,10,-0.006,17,0
200,20,-0.11800000000000009,10,-0.005,20,0
250,25,-0.1380000000000001,10,-0.004,25,0
300,30,-0.1580000000000001,10,-0.002,30,0
400,40,-0.21700000000000016,10,-0.005,40,0
500,50,-0.2620000000000002,10,-0.007,50,0
600,60,-0.3160000000000002,10,-0.004,60,0
700,70,-0.36700000000000027,10,-0.005,70,0
800,80,-0.4270000000000003,10,-0.008,80,0
900,90,-0.47800000000000037,10,-0.005,90,0
1000,100,-0.5270000000000004,10,-0.005,100,0
1200,120,-0.6140000000000004,10,-0.003,120,0
1400,140,-0.6960000000000005,10,-0.004,140,0
1700,170,-0.8150000000000006,10,-0.004,170,0
2000,200,-0.9350000000000007,10,-0.004,200,0
2500,250,-1.1539999999999837,10,-0.005,250,0
3000,300,-1.3579999999999612,10,-0.005,300,0
4000,400,-1.8109999999999113,10,-0.005,400,0
5000,500,-2.2939999999998584,10,-0.006,500,0
6000,600,-2.7819999999998046,10,-0.005,600,0
7000,700,-3.2739999999997504,10,-0.005,700,0
8000,800,-3.6569999999997083,10,-0.004,800,0
9000,900,-4.055999999999689,10,-0.004,900,0
10000,1000,-4.451999999999821,10,-0.003,1000,0
12000,1200,-5.1470000000000535,10,-0.006,1200,0
14000,1400,-5.921000000000312,10,-0.004,1400,0
17000,1700,-6.851000000000623,10,-0.004,1700,0
20000,2000,-7.8450000000009545,10,-0.007,2000,0
25000,2500,-9.350000000000257,10,-0.003,2500,0
30000,3000,-10.84099999999943,10,-0.005,3000,0
40000,4000,-15.273999999996974,10,-0.004,4000,0
50000,5000,-19.64900000000103,10,-0.004,5000,0
60000,6000,-24.38600000000682,10,-0.005,6000,0
70000,7000,-29.112000000012596,10,-0.005,7000,0
80000,8000,-33.6840000000122,10,-0.004,8000,0
90000,9000,-37.22000000000396,10,-0.004,9000,0
100000,10000,-40.438999999996454,10,-0.003,10000,0
