steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,0.0,7,1.0,1,2.0
21,3,-1.0,7,-1.0,1,4.0
28,4,-2.0,7,-1.0,1,6.0
35,5,-3.0,7,-1.0,1,8.0
42,6,-2.0,7,1.0,2,8.0
49,7,-1.0,7,1.0,3,8.0
56,8,-2.0,7,-1.0,3,10.0
63,9,-1.0,7,1.0,4,10.0
70,10,-2.0,7,-1.0,4,12.0
84,12,-2.0,7,1.0,5,14.0
98,14,-4.0,7,-1.0,5,18.0
119,17,-3.0,7,1.0,7,20.0
140,20,-4.0,7,-1.0,8,24.0
175,25,-1.0,7,1.0,12,26.0
210,30,-2.0,7,1.0,14,32.0
280,40,0.0,7,1.0,20,40.0
350,50,-2.0,7,-1.0,24,52.0
420,60,-4.0,7,1.0,28,64.0
490,70,2.0,7,1.0,36,68.0
560,80,2.0,7,-1.0,41,78.0
630,90,6.0,7,1.0,48,84.0
700,100,8.0,7,1.0,54,92.0
840,120,2.0,7,1.0,61,118.0
980,140,0.0,7,1.0,70,140.0
1190,170,-2.0,7,1.0,84,172.0
1400,200,-8.0,7,-1.0,96,208.0
1750,250,-14.0,7,-1.0,118,264.0
2100,300,-6.0,7,1.0,147,306.0
2800,400,-18.0,7,-1.0,191,418.0
3500,500,-26.0,7,-1.0,237,526.0
4200,600,-18.0,7,-1.0,291,618.0
4900,700,-12.0,7,1.0,344,712.0
5600,800,-26.0,7,1.0,387,826.0
6300,900,-22.0,7,1.0,439,922.0
7000,1000,-24.0,7,-1.0,488,1024.0
8400,1200,-20.0,7,1.0,590,1220.0
9800,1400,-32.0,7,-1.0,684,1432.0
11900,1700,-52.0,7,-1.0,824,1752.0
14000,2000,-56.0,7,-1.0,972,2056.0
17500,2500,-50.0,7,1.0,1225,2550.0
21000,3000,-26.0,7,-1.0,1487,3026.0
28000,4000,14.0,7,1.0,2007,3986.0
35000,5000,28.0,7,1.0,2514,4972.0
42000,6000,38.0,7,1.0,3019,5962.0
49000,7000,52.0,7,-1.0,3526,6948.0
56000,8000,66.0,7,1.0,4033,7934.0
63000,9000,64.0,7,-1.0,4532,8936.0
70000,10000,24.0,7,-1.0,5012,9976.0
