steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,-1.0,15,-1.0,0,2.0
30,2,0.0,15,1.0,1,2.0
45,3,1.0,15,1.0,2,2.0
60,4,0.0,15,-1.0,2,4.0
75,5,-1.0,15,-1.0,2,6.0
90,6,-2.0,15,-1.0,2,8.0
105,7,-1.0,15,1.0,3,8.0
120,8,0.0,15,1.0,4,8.0
135,9,1.0,15,1.0,5,8.0
150,10,2.0,15,1.0,6,8.0
180,12,0.0,15,-1.0,6,12.0
210,14,-2.0,15,-1.0,6,16.0
255,17,-5.0,15,-1.0,6,22.0
300,20,-2.0,15,1.0,9,22.0
375,25,-5.0,15,-1.0,10,30.0
450,30,-8.0,15,-1.0,11,38.0
600,40,-6.0,15,-1.0,17,46.0
750,50,-8.0,15,-1.0,21,58.0
900,60,-10.0,15,-1.0,25,70.0
1050,70,-12.0,15,1.0,29,82.0
1200,80,-14.0,15,1.0,33,94.0
1350,90,-12.0,15,-1.0,39,102.0
1500,100,-10.0,15,-1.0,45,110.0
1800,120,-10.0,15,-1.0,55,130.0
2100,140,-12.0,15,1.0,64,152.0
2550,170,-6.0,15,1.0,82,176.0
3000,200,-12.0,15,-1.0,94,212.0
3750,250,-16.0,15,-1.0,117,266.0
4500,300,-8.0,15,1.0,146,308.0
6000,400,-20.0,15,-1.0,190,420.0
7500,500,-30.0,15,-1.0,235,530.0
9000,600,-24.0,15,-1.0,288,624.0
10500,700,-30.0,15,-1.0,335,730.0
12000,800,-54.0,15,1.0,373,854.0
13500,900,-60.0,15,-1.0,420,960.0
15000,1000,-52.0,15,-1.0,474,1052.0
18000,1200,-58.0,15,1.0,571,1258.0
21000,1400,-66.0,15,-1.0,667,1466.0
25500,1700,-82.0,15,1.0,809,1782.0
30000,2000,-86.0,15,1.0,957,2086.0
37500,2500,-70.0,15,1.0,1215,2570.0
45000,3000,-52.0,15,1.0,1474,3052.0
60000,4000,-12.0,15,1.0,1994,4012.0
75000,5000,4.0,15,1.0,2502,4996.0
90000,6000,30.0,15,1.0,3015,5970.0
105000,7000,50.0,15,-1.0,3525,6950.0
120000,8000,44.0,15,-1.0,4022,7956.0
135000,9000,38.0,15,-1.0,4519,8962.0
150000,10000,26.0,15,-1.0,5013,9974.0
