steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,-2.0,7,-1.0,0,4.0
21,3,-1.0,7,1.0,1,4.0
28,4,-2.0,7,-1.0,1,6.0
35,5,-1.0,7,1.0,2,6.0
42,6,-2.0,7,-1.0,2,8.0
49,7,-3.0,7,-1.0,2,10.0
56,8,-2.0,7,1.0,3,10.0
63,9,-3.0,7,-1.0,3,12.0
70,10,-2.0,7,1.0,4,12.0
84,12,-2.0,7,1.0,5,14.0
98,14,-2.0,7,-1.0,6,16.0
119,17,-1.0,7,-1.0,8,18.0
140,20,-2.0,7,-1.0,9,22.0
175,25,-1.0,7,-1.0,12,26.0
210,30,2.0,7,-1.0,16,28.0
280,40,2.0,7,-1.0,21,38.0
350,50,0.0,7,1.0,25,50.0
420,60,-2.0,7,-1.0,29,62.0
490,70,-2.0,7,1.0,34,72.0
560,80,-4.0,7,-1.0,38,84.0
630,90,-6.0,7,1.0,42,96.0
700,100,-12.0,7,-1.0,44,112.0
840,120,-14.0,7,1.0,53,134.0
980,140,-4.0,7,1.0,68,144.0
1190,170,-2.0,7,-1.0,84,172.0
1400,200,2.0,7,1.0,101,198.0
1750,250,2.0,7,-1.0,126,248.0
2100,300,-8.0,7,-1.0,146,308.0
2800,400,0.0,7,1.0,200,400.0
3500,500,-4.0,7,-1.0,248,504.0
4200,600,-8.0,7,1.0,296,608.0
4900,700,12.0,7,-1.0,356,688.0
5600,800,14.0,7,1.0,407,786.0
6300,900,16.0,7,-1.0,458,884.0
7000,1000,16.0,7,1.0,508,984.0
8400,1200,-6.0,7,1.0,597,1206.0
9800,1400,-34.0,7,1.0,683,1434.0
11900,1700,-56.0,7,-1.0,822,1756.0
14000,2000,-58.0,7,-1.0,971,2058.0
17500,2500,-48.0,7,1.0,1226,2548.0
21000,3000,-50.0,7,-1.0,1475,3050.0
28000,4000,0.0,7,1.0,2000,4000.0
35000,5000,32.0,7,1.0,2516,4968.0
42000,6000,64.0,7,1.0,3032,5936.0
49000,7000,92.0,7,-1.0,3546,6908.0
56000,8000,92.0,7,1.0,4046,7908.0
63000,9000,82.0,7,1.0,4541,8918.0
70000,10000,62.0,7,1.0,5031,9938.0
