steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
30,1,-0.004666666666666667,30,-0.004666666666666667,1,0
60,2,-0.008666666666666665,30,-0.004000000000000001,2,0
90,3,-0.013333333333333327,30,-0.004666666666666667,3,0
120,4,-0.017333333333333333,30,-0.004000000000000001,4,0
150,5,-0.022333333333333354,30,-0.005,5,0
180,6,-0.026666666666666707,30,-0.004333333333333334,6,0
210,7,-0.03033333333333339,30,-0.0036666666666666675,7,0
240,8,-0.03633333333333336,30,-0.005999999999999999,8,0
270,9,-0.04133333333333333,30,-0.005,9,0
300,10,-0.04599999999999997,30,-0.004666666666666667,10,0
360,12,-0.05366666666666659,30,-0.004333333333333334,12,0
420,14,-0.06366666666666655,30,-0.003333333333333334,14,0
510,17,-0.08000000000000013,30,-0.003333333333333334,17,0
600,20,-0.09300000000000032,30,-0.005333333333333333,20,0
750,25,-0.11500000000000064,30,-0.004333333333333334,25,0
900,30,-0.1376666666666671,30,-0.006333333333333332,30,0
1200,40,-0.1866666666666658,30,-0.004000000000000001,40,0
1500,50,-0.23666666666666444,30,-0.005999999999999999,50,0
1800,60,-0.2889999999999996,30,-0.005666666666666666,60,0
2100,70,-0.34300000000000264,30,-0.005,70,0
2400,80,-0.39300000000000546,30,-0.004000000000000001,80,0
2700,90,-0.4420000000000082,30,-0.004000000000000001,90,0
3000,100,-0.49600000000001127,30,-0.005666666666666666,100,0
3600,120,-0.5990000000000005,30,-0.0036666666666666675,120,0
4200,140,-0.6959999999999898,30,-0.004666666666666667,140,0
5100,170,-0.8393333333333074,30,-0.005666666666666666,170,0
6000,200,-0.9823333333332916,30,-0.005,200,0
7500,250,-1.2209999999999321,30,-0.004000000000000001,250,0
9000,300,-1.4659999999999052,30,-0.005333333333333333,300,0
12000,400,-1.942333333333186,30,-0.004000000000000001,400,0
15000,500,-2.4146666666664673,30,-0.004333333333333334,500,0
18000,600,-2.915666666666412,30,-0.005666666666666666,600,0
21000,700,-3.412333333333024,30,-0.005,700,0
24000,800,-3.9106666666663026,30,-0.003333333333333334,800,0
27000,900,-4.425333333333479,30,-0.005,900,0
30000,1000,-4.9456666666674485,30,-0.005333333333333333,1000,0
36000,1200,-5.995666666668732,30,-0.005666666666666666,1200,0
42000,1400,-7.040333333336675,30,-0.004000000000000001,1400,0
51000,1700,-8.618333333338603,30,-0.005333333333333333,1700,0
60000,2000,-10.190666666673858,30,-0.005333333333333333,2000,0
75000,2500,-13.45400000001118,30,-0.005666666666666666,2500,0
90000,3000,-16.044000000014343,30,-0.004333333333333334,3000,0
120000,4000,-20.33066666668625,30,-0.004333333333333334,4000,0
150000,5000,-24.635333333358176,30,-0.004333333333333334,5000,0
180000,6000,-28.876666666696693,30,-0.004000000000000001,6000,0
210000,7000,-32.91433333335855,30,-0.004000000000000001,7000,0
240000,8000,-36.028333333329165,30,-0.0013333333333333333,8000,0
270000,9000,-38.59033333330499,30,-0.004000000000000001,9000,0
300000,10000,-41.08799999994809,30,-0.005,10000,0
