steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,-1.0,41,-1.0,0,2.0
82,2,0.0,41,1.0,1,2.0
123,3,-1.0,41,-1.0,1,4.0
164,4,0.0,41,1.0,2,4.0
205,5,1.0,41,1.0,3,4.0
246,6,2.0,41,1.0,4,4.0
287,7,1.0,41,-1.0,4,6.0
328,8,2.0,41,1.0,5,6.0
369,9,3.0,41,1.0,6,6.0
410,10,4.0,41,1.0,7,6.0
492,12,2.0,41,-1.0,7,10.0
574,14,2.0,41,1.0,8,12.0
697,17,3.0,41,-1.0,10,14.0
820,20,4.0,41,-1.0,12,16.0
1025,25,5.0,41,1.0,15,20.0
1230,30,2.0,41,-1.0,16,28.0
1640,40,0.0,41,-1.0,20,40.0
2050,50,4.0,41,-1.0,27,46.0
2460,60,0.0,41,-1.0,30,60.0
2870,70,-4.0,41,-1.0,33,74.0
3280,80,-4.0,41,1.0,38,84.0
3690,90,-4.0,41,1.0,43,94.0
4100,100,-8.0,41,-1.0,46,108.0
4920,120,-12.0,41,1.0,54,132.0
5740,140,-14.0,41,-1.0,63,154.0
6970,170,-18.0,41,1.0,76,188.0
8200,200,-12.0,41,1.0,94,212.0
10250,250,-6.0,41,-1.0,122,256.0
12300,300,-16.0,41,1.0,142,316.0
16400,400,-14.0,41,-1.0,193,414.0
20500,500,-6.0,41,1.0,247,506.0
24600,600,-8.0,41,1.0,296,608.0
28700,700,-16.0,41,1.0,342,716.0
32800,800,8.0,41,1.0,404,792.0
36900,900,6.0,41,-1.0,453,894.0
41000,1000,10.0,41,-1.0,505,990.0
49200,1200,26.0,41,1.0,613,1174.0
57400,1400,2.0,41,1.0,701,1398.0
69700,1700,-14.0,41,-1.0,843,1714.0
82000,2000,-20.0,41,-1.0,990,2020.0
102500,2500,-30.0,41,-1.0,1235,2530.0
123000,3000,-24.0,41,1.0,1488,3024.0
164000,4000,38.0,41,1.0,2019,3962.0
205000,5000,58.0,41,1.0,2529,4942.0
246000,6000,76.0,41,1.0,3038,5924.0
287000,7000,86.0,41,-1.0,3543,6914.0
328000,8000,90.0,41,1.0,4045,7910.0
369000,9000,84.0,41,-1.0,4542,8916.0
410000,10000,90.0,41,-1.0,5045,9910.0
