steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,2.0,3,1.0,2,0.0
9,3,1.0,3,-1.0,2,2.0
12,4,0.0,3,-1.0,2,4.0
15,5,1.0,3,1.0,3,4.0
18,6,0.0,3,-1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,0.0,3,1.0,4,8.0
27,9,1.0,3,1.0,5,8.0
30,10,2.0,3,1.0,6,8.0
36,12,0.0,3,-1.0,6,12.0
42,14,2.0,3,1.0,8,12.0
51,17,1.0,3,-1.0,9,16.0
60,20,0.0,3,-1.0,10,20.0
75,25,5.0,3,1.0,15,20.0
90,30,6.0,3,1.0,18,24.0
120,40,8.0,3,1.0,24,32.0
150,50,10.0,3,1.0,30,40.0
180,60,8.0,3,-1.0,34,52.0
210,70,12.0,3,1.0,41,58.0
240,80,10.0,3,1.0,45,70.0
270,90,14.0,3,-1.0,52,76.0
300,100,14.0,3,-1.0,57,86.0
360,120,12.0,3,1.0,66,108.0
420,140,8.0,3,-1.0,74,132.0
510,170,10.0,3,-1.0,90,160.0
600,200,14.0,3,-1.0,107,186.0
750,250,22.0,3,-1.0,136,228.0
900,300,20.0,3,-1.0,160,280.0
1200,400,32.0,3,1.0,216,368.0
1500,500,52.0,3,1.0,276,448.0
1800,600,62.0,3,-1.0,331,538.0
2100,700,78.0,3,-1.0,389,622.0
2400,800,100.0,3,1.0,450,700.0
2700,900,134.0,3,1.0,517,766.0
3000,1000,178.0,3,1.0,589,822.0
3600,1200,296.0,3,-1.0,748,904.0
4200,1400,426.0,3,1.0,913,974.0
5100,1700,604.0,3,1.0,1152,1096.0
6000,2000,800.0,3,1.0,1400,1200.0
7500,2500,1196.0,3,1.0,1848,1304.0
9000,3000,1620.0,3,1.0,2310,1380.0
12000,4000,2526.0,3,1.0,3263,1474.0
15000,5000,3470.0,3,1.0,4235,1530.0
18000,6000,4416.0,3,1.0,5208,1584.0
21000,7000,5362.0,3,1.0,6181,1638.0
24000,8000,6290.0,3,1.0,7145,1710.0
27000,9000,7236.0,3,1.0,8118,1764.0
30000,10000,8188.0,3,1.0,9094,1812.0
