steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
101,1,1.0,101,1.0,1,0.0
202,2,0.0,101,-1.0,1,2.0
303,3,-1.0,101,-1.0,1,4.0
404,4,0.0,101,1.0,2,4.0
505,5,-1.0,101,-1.0,2,6.0
606,6,-2.0,101,-1.0,2,8.0
707,7,-1.0,101,1.0,3,8.0
808,8,0.0,101,1.0,4,8.0
909,9,-1.0,101,-1.0,4,10.0
1010,10,-2.0,101,-1.0,4,12.0
1212,12,0.0,101,1.0,6,12.0
1414,14,-2.0,101,-1.0,6,16.0
1717,17,-1.0,101,-1.0,8,18.0
2020,20,-2.0,101,-1.0,9,22.0
2525,25,-3.0,101,-1.0,11,28.0
3030,30,-6.0,101,1.0,12,36.0
4040,40,-6.0,101,1.0,17,46.0
5050,50,-6.0,101,-1.0,22,56.0
6060,60,-2.0,101,-1.0,29,62.0
7070,70,-6.0,101,-1.0,32,76.0
8080,80,-8.0,101,1.0,36,88.0
9090,90,-6.0,101,1.0,42,96.0
10100,100,-10.0,101,-1.0,45,110.0
12120,120,-4.0,101,-1.0,58,124.0
14140,140,-8.0,101,-1.0,66,148.0
17170,170,-16.0,101,1.0,77,186.0
20200,200,-12.0,101,1.0,94,212.0
25250,250,0.0,101,1.0,125,250.0
30300,300,0.0,101,-1.0,150,300.0
40400,400,2.0,101,1.0,201,398.0
50500,500,8.0,101,-1.0,254,492.0
60600,600,-10.0,101,-1.0,295,610.0
70700,700,-26.0,101,-1.0,337,726.0
80800,800,-36.0,101,1.0,382,836.0
90900,900,-42.0,101,-1.0,429,942.0
101000,1000,-50.0,101,-1.0,475,1050.0
121200,1200,-70.0,101,-1.0,565,1270.0
141400,1400,-64.0,101,-1.0,668,1464.0
171700,1700,-28.0,101,1.0,836,1728.0
202000,2000,-50.0,101,1.0,975,2050.0
252500,2500,-62.0,101,1.0,1219,2562.0
303000,3000,-48.0,101,1.0,1476,3048.0
404000,4000,-70.0,101,1.0,1965,4070.0
505000,5000,-136.0,101,-1.0,2432,5136.0
606000,6000,-138.0,101,-1.0,2931,6138.0
707000,7000,-144.0,101,-1.0,3428,7144.0
808000,8000,-154.0,101,-1.0,3923,8154.0
909000,9000,-142.0,101,1.0,4429,9142.0
1010000,10000,-90.0,101,1.0,4955,10090.0
