steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.1,100,1.1
300,3,3.1,100,1.0
400,4,4.2,100,1.1
500,5,5.2,100,1.0
600,6,6.2,100,1.0
700,7,7.2,100,1.0
800,8,8.2,100,1.0
900,9,9.2,100,1.0
1000,10,10.299999999999999,100,1.1
1200,12,12.299999999999999,100,1.0
1400,14,14.299999999999999,100,1.0
1700,17,17.5,100,1.1
2000,20,20.5,100,1.0
2500,25,25.6,100,1.0
3000,30,30.6,100,1.0
4000,40,40.900000000000006,100,1.0
5000,50,51.70000000000002,100,1.1
6000,60,62.200000000000024,100,1.0
7000,70,73.09999999999998,100,1.1
8000,80,83.69999999999995,100,1.1
9000,90,94.5999999999999,100,1.1
10000,100,105.59999999999984,100,1.1
12000,120,127.59999999999972,100,1.1
14000,140,149.49999999999963,100,1.1
17000,170,182.09999999999948,100,1.1
20000,200,214.99999999999932,100,1.1
25000,250,269.8999999999994,100,1.1
30000,300,324.7000000000005,100,1.1
40000,400,434.3000000000027,100,1.1
50000,500,544.2000000000049,100,1.1
60000,600,652.9000000000069,100,1.1
70000,700,753.7000000000071,100,1.0
80000,800,857.0000000000078,100,1.0
90000,900,963.0000000000092,100,1.1
100000,1000,1071.0000000000068,100,1.1
