steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,1.0,7,1.0,1,0.0
14,2,0.0,7,-1.0,1,2.0
21,3,1.0,7,1.0,2,2.0
28,4,2.0,7,1.0,3,2.0
35,5,3.0,7,1.0,4,2.0
42,6,2.0,7,-1.0,4,4.0
49,7,3.0,7,1.0,5,4.0
56,8,4.0,7,1.0,6,4.0
63,9,3.0,7,-1.0,6,6.0
70,10,4.0,7,1.0,7,6.0
84,12,2.0,7,-1.0,7,10.0
98,14,2.0,7,1.0,8,12.0
119,17,3.0,7,-1.0,10,14.0
140,20,2.0,7,-1.0,11,18.0
175,25,1.0,7,-1.0,13,24.0
210,30,2.0,7,1.0,16,28.0
280,40,0.0,7,-1.0,20,40.0
350,50,-2.0,7,1.0,24,52.0
420,60,0.0,7,1.0,30,60.0
490,70,2.0,7,1.0,36,68.0
560,80,4.0,7,-1.0,42,76.0
630,90,4.0,7,1.0,47,86.0
700,100,4.0,7,-1.0,52,96.0
840,120,6.0,7,1.0,63,114.0
980,140,4.0,7,-1.0,72,136.0
1190,170,0.0,7,-1.0,85,170.0
1400,200,4.0,7,-1.0,102,196.0
1750,250,6.0,7,-1.0,128,244.0
2100,300,6.0,7,-1.0,153,294.0
2800,400,14.0,7,1.0,207,386.0
3500,500,22.0,7,-1.0,261,478.0
4200,600,14.0,7,1.0,307,586.0
4900,700,12.0,7,1.0,356,688.0
5600,800,24.0,7,-1.0,412,776.0
6300,900,28.0,7,-1.0,464,872.0
7000,1000,32.0,7,-1.0,516,968.0
8400,1200,18.0,7,1.0,609,1182.0
9800,1400,22.0,7,1.0,711,1378.0
11900,1700,4.0,7,-1.0,852,1696.0
14000,2000,8.0,7,1.0,1004,1992.0
17500,2500,-10.0,7,1.0,1245,2510.0
21000,3000,-4.0,7,-1.0,1498,3004.0
28000,4000,-44.0,7,1.0,1978,4044.0
35000,5000,-16.0,7,1.0,2492,5016.0
42000,6000,12.0,7,1.0,3006,5988.0
49000,7000,36.0,7,-1.0,3518,6964.0
56000,8000,34.0,7,1.0,4017,7966.0
63000,9000,36.0,7,-1.0,4518,8964.0
70000,10000,110.0,7,1.0,5055,9890.0
