steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-3.0,3,-1.0,1,8.0
18,6,-4.0,3,-1.0,1,10.0
21,7,-3.0,3,1.0,2,10.0
24,8,-2.0,3,1.0,3,10.0
27,9,-3.0,3,-1.0,3,12.0
30,10,-4.0,3,-1.0,3,14.0
36,12,-2.0,3,1.0,5,14.0
42,14,-4.0,3,-1.0,5,18.0
51,17,-5.0,3,1.0,6,22.0
60,20,-4.0,3,-1.0,8,24.0
75,25,1.0,3,1.0,13,24.0
90,30,0.0,3,1.0,15,30.0
120,40,2.0,3,1.0,21,38.0
150,50,6.0,3,1.0,28,44.0
180,60,10.0,3,-1.0,35,50.0
210,70,16.0,3,1.0,43,54.0
240,80,14.0,3,1.0,47,66.0
270,90,16.0,3,1.0,53,74.0
300,100,18.0,3,1.0,59,82.0
360,120,22.0,3,1.0,71,98.0
420,140,20.0,3,-1.0,80,120.0
510,170,16.0,3,-1.0,93,154.0
600,200,18.0,3,-1.0,109,182.0
750,250,22.0,3,-1.0,136,228.0
900,300,22.0,3,-1.0,161,278.0
1200,400,26.0,3,1.0,213,374.0
1500,500,30.0,3,1.0,265,470.0
1800,600,44.0,3,1.0,322,556.0
2100,700,34.0,3,-1.0,367,666.0
2400,800,22.0,3,-1.0,411,778.0
2700,900,2.0,3,-1.0,451,898.0
3000,1000,0.0,3,-1.0,500,1000.0
3600,1200,-20.0,3,-1.0,590,1220.0
4200,1400,-44.0,3,1.0,678,1444.0
5100,1700,-40.0,3,-1.0,830,1740.0
6000,2000,-20.0,3,1.0,990,2020.0
7500,2500,2.0,3,1.0,1251,2498.0
9000,3000,4.0,3,-1.0,1502,2996.0
12000,4000,54.0,3,-1.0,2027,3946.0
15000,5000,34.0,3,1.0,2517,4966.0
18000,6000,20.0,3,1.0,3010,5980.0
21000,7000,-16.0,3,-1.0,3492,7016.0
24000,8000,-46.0,3,1.0,3977,8046.0
27000,9000,-38.0,3,-1.0,4481,9038.0
30000,10000,-16.0,3,-1.0,4992,10016.0
