steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
101,1,-1.0,101,-1.0,0,2.0
202,2,0.0,101,1.0,1,2.0
303,3,1.0,101,1.0,2,2.0
404,4,0.0,101,-1.0,2,4.0
505,5,-1.0,101,-1.0,2,6.0
606,6,-2.0,101,-1.0,2,8.0
707,7,-3.0,101,-1.0,2,10.0
808,8,-2.0,101,1.0,3,10.0
909,9,-3.0,101,-1.0,3,12.0
1010,10,-2.0,101,1.0,4,12.0
1212,12,-4.0,101,-1.0,4,16.0
1414,14,-2.0,101,1.0,6,16.0
1717,17,-1.0,101,-1.0,8,18.0
2020,20,0.0,101,-1.0,10,20.0
2525,25,-1.0,101,1.0,12,26.0
3030,30,0.0,101,-1.0,15,30.0
4040,40,0.0,101,1.0,20,40.0
5050,50,2.0,101,1.0,26,48.0
6060,60,2.0,101,1.0,31,58.0
7070,70,6.0,101,1.0,38,64.0
8080,80,6.0,101,1.0,43,74.0
9090,90,8.0,101,-1.0,49,82.0
10100,100,12.0,101,-1.0,56,88.0
12120,120,6.0,101,1.0,63,114.0
14140,140,8.0,101,1.0,74,132.0
17170,170,18.0,101,1.0,94,152.0
20200,200,12.0,101,-1.0,106,188.0
25250,250,18.0,101,1.0,134,232.0
30300,300,32.0,101,-1.0,166,268.0
40400,400,34.0,101,-1.0,217,366.0
50500,500,40.0,101,-1.0,270,460.0
60600,600,44.0,101,-1.0,322,556.0
70700,700,46.0,101,1.0,373,654.0
80800,800,62.0,101,1.0,431,738.0
90900,900,68.0,101,1.0,484,832.0
101000,1000,80.0,101,-1.0,540,920.0
121200,1200,78.0,101,-1.0,639,1122.0
141400,1400,86.0,101,-1.0,743,1314.0
171700,1700,76.0,101,1.0,888,1624.0
202000,2000,64.0,101,1.0,1032,1936.0
252500,2500,62.0,101,1.0,1281,2438.0
303000,3000,66.0,101,-1.0,1533,2934.0
404000,4000,30.0,101,-1.0,2015,3970.0
505000,5000,60.0,101,1.0,2530,4940.0
606000,6000,104.0,101,-1.0,3052,5896.0
707000,7000,126.0,101,1.0,3563,6874.0
808000,8000,56.0,101,1.0,4028,7944.0
909000,9000,54.0,101,-1.0,4527,8946.0
1010000,10000,80.0,101,1.0,5040,9920.0
