steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,2.0,3,1.0,2,0.0
9,3,3.0,3,1.0,3,0.0
12,4,2.0,3,-1.0,3,2.0
15,5,1.0,3,-1.0,3,4.0
18,6,2.0,3,1.0,4,4.0
21,7,3.0,3,1.0,5,4.0
24,8,4.0,3,1.0,6,4.0
27,9,3.0,3,-1.0,6,6.0
30,10,2.0,3,-1.0,6,8.0
36,12,2.0,3,-1.0,7,10.0
42,14,0.0,3,-1.0,7,14.0
51,17,1.0,3,1.0,9,16.0
60,20,4.0,3,1.0,12,16.0
75,25,1.0,3,-1.0,13,24.0
90,30,-2.0,3,-1.0,14,32.0
120,40,2.0,3,1.0,21,38.0
150,50,6.0,3,1.0,28,44.0
180,60,6.0,3,1.0,33,54.0
210,70,6.0,3,1.0,38,64.0
240,80,8.0,3,-1.0,44,72.0
270,90,12.0,3,1.0,51,78.0
300,100,14.0,3,1.0,57,86.0
360,120,18.0,3,1.0,69,102.0
420,140,14.0,3,-1.0,77,126.0
510,170,14.0,3,1.0,92,156.0
600,200,24.0,3,1.0,112,176.0
750,250,24.0,3,1.0,137,226.0
900,300,26.0,3,1.0,163,274.0
1200,400,18.0,3,1.0,209,382.0
1500,500,28.0,3,1.0,264,472.0
1800,600,36.0,3,-1.0,318,564.0
2100,700,34.0,3,-1.0,367,666.0
2400,800,38.0,3,-1.0,419,762.0
2700,900,40.0,3,1.0,470,860.0
3000,1000,32.0,3,-1.0,516,968.0
3600,1200,42.0,3,1.0,621,1158.0
4200,1400,50.0,3,1.0,725,1350.0
5100,1700,56.0,3,1.0,878,1644.0
6000,2000,48.0,3,1.0,1024,1952.0
7500,2500,60.0,3,1.0,1280,2440.0
9000,3000,50.0,3,1.0,1525,2950.0
12000,4000,60.0,3,-1.0,2030,3940.0
15000,5000,54.0,3,-1.0,2527,4946.0
18000,6000,42.0,3,1.0,3021,5958.0
21000,7000,76.0,3,1.0,3538,6924.0
24000,8000,68.0,3,-1.0,4034,7932.0
27000,9000,96.0,3,1.0,4548,8904.0
30000,10000,118.0,3,-1.0,5059,9882.0
