steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-3.0,3,-1.0,1,8.0
18,6,-4.0,3,-1.0,1,10.0
21,7,-5.0,3,-1.0,1,12.0
24,8,-4.0,3,1.0,2,12.0
27,9,-3.0,3,1.0,3,12.0
30,10,-4.0,3,-1.0,3,14.0
36,12,-2.0,3,1.0,5,14.0
42,14,-4.0,3,-1.0,5,18.0
51,17,-3.0,3,1.0,7,20.0
60,20,-4.0,3,-1.0,8,24.0
75,25,-7.0,3,-1.0,9,32.0
90,30,-8.0,3,-1.0,11,38.0
120,40,-8.0,3,1.0,16,48.0
150,50,-4.0,3,1.0,23,54.0
180,60,-8.0,3,-1.0,26,68.0
210,70,-4.0,3,1.0,33,74.0
240,80,-8.0,3,-1.0,36,88.0
270,90,-8.0,3,1.0,41,98.0
300,100,-8.0,3,1.0,46,108.0
360,120,-10.0,3,-1.0,55,130.0
420,140,-8.0,3,-1.0,66,148.0
510,170,-14.0,3,-1.0,78,184.0
600,200,-8.0,3,1.0,96,208.0
750,250,-18.0,3,-1.0,116,268.0
900,300,-26.0,3,1.0,137,326.0
1200,400,-26.0,3,1.0,187,426.0
1500,500,-20.0,3,-1.0,240,520.0
1800,600,-22.0,3,1.0,289,622.0
2100,700,-24.0,3,1.0,338,724.0
2400,800,-20.0,3,1.0,390,820.0
2700,900,10.0,3,1.0,455,890.0
3000,1000,18.0,3,1.0,509,982.0
3600,1200,42.0,3,1.0,621,1158.0
4200,1400,48.0,3,-1.0,724,1352.0
5100,1700,22.0,3,-1.0,861,1678.0
6000,2000,0.0,3,-1.0,1000,2000.0
7500,2500,-8.0,3,-1.0,1246,2508.0
9000,3000,-16.0,3,1.0,1492,3016.0
12000,4000,8.0,3,-1.0,2004,3992.0
15000,5000,-22.0,3,-1.0,2489,5022.0
18000,6000,-78.0,3,-1.0,2961,6078.0
21000,7000,-96.0,3,-1.0,3452,7096.0
24000,8000,-114.0,3,1.0,3943,8114.0
27000,9000,-54.0,3,1.0,4473,9054.0
30000,10000,-2.0,3,1.0,4999,10002.0
