steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,1.0,41,1.0,1,0.0
82,2,2.0,41,1.0,2,0.0
123,3,3.0,41,1.0,3,0.0
164,4,4.0,41,1.0,4,0.0
205,5,3.0,41,-1.0,4,2.0
246,6,4.0,41,1.0,5,2.0
287,7,5.0,41,1.0,6,2.0
328,8,6.0,41,1.0,7,2.0
369,9,7.0,41,1.0,8,2.0
410,10,6.0,41,-1.0,8,4.0
492,12,6.0,41,1.0,9,6.0
574,14,6.0,41,-1.0,10,8.0
697,17,9.0,41,1.0,13,8.0
820,20,10.0,41,-1.0,15,10.0
1025,25,11.0,41,-1.0,18,14.0
1230,30,12.0,41,1.0,21,18.0
1640,40,18.0,41,1.0,29,22.0
2050,50,18.0,41,1.0,34,32.0
2460,60,16.0,41,-1.0,38,44.0
2870,70,12.0,41,-1.0,41,58.0
3280,80,14.0,41,1.0,47,66.0
3690,90,16.0,41,1.0,53,74.0
4100,100,24.0,41,1.0,62,76.0
4920,120,18.0,41,-1.0,69,102.0
5740,140,20.0,41,1.0,80,120.0
6970,170,14.0,41,-1.0,92,156.0
8200,200,12.0,41,1.0,106,188.0
10250,250,6.0,41,1.0,128,244.0
12300,300,-2.0,41,1.0,149,302.0
16400,400,2.0,41,1.0,201,398.0
20500,500,-4.0,41,-1.0,248,504.0
24600,600,-2.0,41,-1.0,299,602.0
28700,700,4.0,41,1.0,352,696.0
32800,800,-14.0,41,-1.0,393,814.0
36900,900,-14.0,41,1.0,443,914.0
41000,1000,-4.0,41,-1.0,498,1004.0
49200,1200,12.0,41,1.0,606,1188.0
57400,1400,-6.0,41,-1.0,697,1406.0
69700,1700,-4.0,41,1.0,848,1704.0
82000,2000,6.0,41,1.0,1003,1994.0
102500,2500,-20.0,41,1.0,1240,2520.0
123000,3000,-36.0,41,1.0,1482,3036.0
164000,4000,-48.0,41,1.0,1976,4048.0
205000,5000,-22.0,41,1.0,2489,5022.0
246000,6000,-4.0,41,-1.0,2998,6004.0
287000,7000,46.0,41,-1.0,3523,6954.0
328000,8000,68.0,41,1.0,4034,7932.0
369000,9000,92.0,41,-1.0,4546,8908.0
410000,10000,122.0,41,-1.0,5061,9878.0
492000,12000,52.0,41,-1.0,6026,11948.0
574000,14000,58.0,41,1.0,7029,13942.0
697000,17000,202.0,41,-1.0,8601,16798.0
820000,20000,234.0,41,-1.0,10117,19766.0
1025000,25000,264.0,41,-1.0,12632,24736.0
1230000,30000,140.0,41,-1.0,15070,29860.0
1640000,40000,154.0,41,-1.0,20077,39846.0
2050000,50000,196.0,41,-1.0,25098,49804.0
