steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,-2.0,7,-1.0,0,4.0
21,3,-3.0,7,-1.0,0,6.0
28,4,-4.0,7,-1.0,0,8.0
35,5,-3.0,7,1.0,1,8.0
42,6,-4.0,7,-1.0,1,10.0
49,7,-5.0,7,-1.0,1,12.0
56,8,-4.0,7,1.0,2,12.0
63,9,-3.0,7,1.0,3,12.0
70,10,-2.0,7,1.0,4,12.0
84,12,-2.0,7,1.0,5,14.0
98,14,-2.0,7,-1.0,6,16.0
119,17,-5.0,7,-1.0,6,22.0
140,20,-6.0,7,-1.0,7,26.0
175,25,-7.0,7,1.0,9,32.0
210,30,-6.0,7,1.0,12,36.0
280,40,-4.0,7,-1.0,18,44.0
350,50,-6.0,7,1.0,22,56.0
420,60,-8.0,7,1.0,26,68.0
490,70,-12.0,7,-1.0,29,82.0
560,80,-8.0,7,1.0,36,88.0
630,90,-14.0,7,1.0,38,104.0
700,100,-14.0,7,-1.0,43,114.0
840,120,-12.0,7,-1.0,54,132.0
980,140,-10.0,7,-1.0,65,150.0
1190,170,-14.0,7,1.0,78,184.0
1400,200,-14.0,7,-1.0,93,214.0
1750,250,-20.0,7,-1.0,115,270.0
2100,300,-16.0,7,1.0,142,316.0
2800,400,-24.0,7,1.0,188,424.0
3500,500,-36.0,7,-1.0,232,536.0
4200,600,-28.0,7,1.0,286,628.0
4900,700,-34.0,7,-1.0,333,734.0
5600,800,-40.0,7,-1.0,380,840.0
6300,900,-44.0,7,1.0,428,944.0
7000,1000,-58.0,7,-1.0,471,1058.0
8400,1200,-78.0,7,1.0,561,1278.0
9800,1400,-92.0,7,-1.0,654,1492.0
11900,1700,-104.0,7,-1.0,798,1804.0
14000,2000,-118.0,7,-1.0,941,2118.0
17500,2500,-100.0,7,1.0,1200,2600.0
21000,3000,-138.0,7,-1.0,1431,3138.0
28000,4000,-84.0,7,1.0,1958,4084.0
35000,5000,-52.0,7,1.0,2474,5052.0
42000,6000,-58.0,7,1.0,2971,6058.0
49000,7000,-32.0,7,1.0,3484,7032.0
56000,8000,-64.0,7,1.0,3968,8064.0
63000,9000,-52.0,7,-1.0,4474,9052.0
70000,10000,-46.0,7,-1.0,4977,10046.0
84000,12000,30.0,7,-1.0,6015,11970.0
98000,14000,12.0,7,1.0,7006,13988.0
119000,17000,146.0,7,1.0,8573,16854.0
140000,20000,116.0,7,-1.0,10058,19884.0
175000,25000,120.0,7,1.0,12560,24880.0
210000,30000,130.0,7,1.0,15065,29870.0
