steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,1.0,2,1.0,1,0.0
4,2,0.0,2,-1.0,1,2.0
6,3,1.0,2,1.0,2,2.0
8,4,2.0,2,1.0,3,2.0
10,5,1.0,2,-1.0,3,4.0
12,6,0.0,2,-1.0,3,6.0
14,7,-1.0,2,-1.0,3,8.0
16,8,0.0,2,1.0,4,8.0
18,9,-1.0,2,-1.0,4,10.0
20,10,-2.0,2,-1.0,4,12.0
24,12,-2.0,2,-1.0,5,14.0
28,14,-4.0,2,-1.0,5,18.0
34,17,-3.0,2,1.0,7,20.0
40,20,-2.0,2,1.0,9,22.0
50,25,-3.0,2,-1.0,11,28.0
60,30,-2.0,2,1.0,14,32.0
80,40,-2.0,2,-1.0,19,42.0
100,50,0.0,2,1.0,25,50.0
120,60,4.0,2,1.0,32,56.0
140,70,4.0,2,-1.0,37,66.0
160,80,6.0,2,1.0,43,74.0
180,90,8.0,2,1.0,49,82.0
200,100,6.0,2,-1.0,53,94.0
240,120,10.0,2,-1.0,65,110.0
280,140,6.0,2,-1.0,73,134.0
340,170,10.0,2,-1.0,90,160.0
400,200,10.0,2,1.0,105,190.0
500,250,4.0,2,-1.0,127,246.0
600,300,10.0,2,-1.0,155,290.0
800,400,4.0,2,-1.0,202,396.0
1000,500,22.0,2,-1.0,261,478.0
1200,600,22.0,2,-1.0,311,578.0
1400,700,24.0,2,1.0,362,676.0
1600,800,0.0,2,1.0,400,800.0
1800,900,-2.0,2,1.0,449,902.0
2000,1000,4.0,2,1.0,502,996.0
2400,1200,102.0,2,1.0,651,1098.0
2800,1400,222.0,2,1.0,811,1178.0
3400,1700,436.0,2,-1.0,1068,1264.0
4000,2000,686.0,2,1.0,1343,1314.0
5000,2500,1168.0,2,1.0,1834,1332.0
6000,3000,1646.0,2,1.0,2323,1354.0
8000,4000,2596.0,2,1.0,3298,1404.0
10000,5000,3558.0,2,1.0,4279,1442.0
12000,6000,4524.0,2,1.0,5262,1476.0
14000,7000,5464.0,2,1.0,6232,1536.0
16000,8000,6408.0,2,1.0,7204,1592.0
18000,9000,7360.0,2,1.0,8180,1640.0
20000,10000,8302.0,2,1.0,9151,1698.0
24000,12000,10192.0,2,1.0,11096,1808.0
28000,14000,12092.0,2,1.0,13046,1908.0
34000,17000,14924.0,2,1.0,15962,2076.0
40000,20000,17760.0,2,1.0,18880,2240.0
