steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,-1.0,2,-1.0,0,2.0
4,2,-2.0,2,-1.0,0,4.0
6,3,-3.0,2,-1.0,0,6.0
8,4,-4.0,2,-1.0,0,8.0
10,5,-5.0,2,-1.0,0,10.0
12,6,-4.0,2,1.0,1,10.0
14,7,-5.0,2,-1.0,1,12.0
16,8,-6.0,2,-1.0,1,14.0
18,9,-5.0,2,1.0,2,14.0
20,10,-6.0,2,-1.0,2,16.0
24,12,-6.0,2,-1.0,3,18.0
28,14,-4.0,2,1.0,5,18.0
34,17,-7.0,2,-1.0,5,24.0
40,20,-6.0,2,1.0,7,26.0
50,25,-9.0,2,-1.0,8,34.0
60,30,-10.0,2,-1.0,10,40.0
80,40,-10.0,2,-1.0,15,50.0
100,50,-14.0,2,1.0,18,64.0
120,60,-12.0,2,1.0,24,72.0
140,70,-8.0,2,1.0,31,78.0
160,80,-8.0,2,1.0,36,88.0
180,90,-8.0,2,1.0,41,98.0
200,100,-4.0,2,1.0,48,104.0
240,120,2.0,2,-1.0,61,118.0
280,140,-2.0,2,-1.0,69,142.0
340,170,-4.0,2,1.0,83,174.0
400,200,-8.0,2,-1.0,96,208.0
500,250,-8.0,2,1.0,121,258.0
600,300,-6.0,2,1.0,147,306.0
800,400,6.0,2,1.0,203,394.0
1000,500,2.0,2,-1.0,251,498.0
1200,600,52.0,2,1.0,326,548.0
1400,700,98.0,2,1.0,399,602.0
1600,800,172.0,2,1.0,486,628.0
1800,900,246.0,2,1.0,573,654.0
2000,1000,336.0,2,1.0,668,664.0
2400,1200,520.0,2,1.0,860,680.0
2800,1400,712.0,2,1.0,1056,688.0
3400,1700,998.0,2,1.0,1349,702.0
4000,2000,1288.0,2,1.0,1644,712.0
5000,2500,1762.0,2,1.0,2131,738.0
6000,3000,2234.0,2,1.0,2617,766.0
8000,4000,3192.0,2,1.0,3596,808.0
10000,5000,4128.0,2,1.0,4564,872.0
12000,6000,5078.0,2,1.0,5539,922.0
14000,7000,6036.0,2,1.0,6518,964.0
16000,8000,6986.0,2,1.0,7493,1014.0
18000,9000,7942.0,2,1.0,8471,1058.0
20000,10000,8888.0,2,1.0,9444,1112.0
