steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.0,100,1.0
300,3,3.1,100,1.1
400,4,4.1,100,1.0
500,5,5.199999999999999,100,1.1
600,6,6.299999999999999,100,1.1
700,7,7.299999999999999,100,1.0
800,8,8.399999999999999,100,1.1
900,9,9.399999999999999,100,1.0
1000,10,10.399999999999999,100,1.0
1200,12,12.399999999999999,100,1.0
1400,14,14.399999999999999,100,1.0
1700,17,17.5,100,1.0
2000,20,20.700000000000003,100,1.0
2500,25,26.000000000000007,100,1.0
3000,30,31.10000000000001,100,1.0
4000,40,41.600000000000016,100,1.0
5000,50,52.00000000000002,100,1.0
6000,60,62.60000000000003,100,1.1
7000,70,73.3,100,1.1
8000,80,84.19999999999995,100,1.1
9000,90,95.0999999999999,100,1.1
10000,100,106.09999999999984,100,1.1
12000,120,128.09999999999974,100,1.1
14000,140,149.99999999999963,100,1.0
17000,170,182.89999999999947,100,1.1
20000,200,215.7999999999993,100,1.1
25000,250,270.7999999999994,100,1.1
30000,300,325.6000000000005,100,1.1
40000,400,435.0000000000026,100,1.1
50000,500,544.5000000000048,100,1.1
60000,600,654.400000000007,100,1.1
70000,700,764.1000000000092,100,1.1
80000,800,873.6000000000114,100,1.1
90000,900,983.1000000000136,100,1.1
100000,1000,1092.900000000009,100,1.1
