steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
101,1,1.0,101,1.0,1,0.0
202,2,2.0,101,1.0,2,0.0
303,3,3.0,101,1.0,3,0.0
404,4,2.0,101,-1.0,3,2.0
505,5,3.0,101,1.0,4,2.0
606,6,2.0,101,-1.0,4,4.0
707,7,3.0,101,1.0,5,4.0
808,8,4.0,101,1.0,6,4.0
909,9,3.0,101,-1.0,6,6.0
1010,10,4.0,101,1.0,7,6.0
1212,12,6.0,101,1.0,9,6.0
1414,14,6.0,101,-1.0,10,8.0
1717,17,5.0,101,1.0,11,12.0
2020,20,8.0,101,1.0,14,12.0
2525,25,9.0,101,1.0,17,16.0
3030,30,8.0,101,-1.0,19,22.0
4040,40,12.0,101,-1.0,26,28.0
5050,50,10.0,101,1.0,30,40.0
6060,60,4.0,101,-1.0,32,56.0
7070,70,2.0,101,1.0,36,68.0
8080,80,-2.0,101,-1.0,39,82.0
9090,90,-2.0,101,-1.0,44,92.0
10100,100,-2.0,101,1.0,49,102.0
12120,120,6.0,101,1.0,63,114.0
14140,140,10.0,101,1.0,75,130.0
17170,170,16.0,101,1.0,93,154.0
20200,200,10.0,101,-1.0,105,190.0
25250,250,4.0,101,-1.0,127,246.0
30300,300,12.0,101,1.0,156,288.0
40400,400,0.0,101,-1.0,200,400.0
50500,500,-10.0,101,-1.0,245,510.0
60600,600,-4.0,101,-1.0,298,604.0
70700,700,-10.0,101,-1.0,345,710.0
80800,800,-28.0,101,-1.0,386,828.0
90900,900,-30.0,101,1.0,435,930.0
101000,1000,-34.0,101,1.0,483,1034.0
121200,1200,-40.0,101,-1.0,580,1240.0
141400,1400,-12.0,101,-1.0,694,1412.0
171700,1700,4.0,101,1.0,852,1696.0
202000,2000,4.0,101,1.0,1002,1996.0
252500,2500,8.0,101,1.0,1254,2492.0
303000,3000,4.0,101,-1.0,1502,2996.0
404000,4000,-62.0,101,-1.0,1969,4062.0
505000,5000,-84.0,101,-1.0,2458,5084.0
606000,6000,-98.0,101,-1.0,2951,6098.0
707000,7000,-112.0,101,1.0,3444,7112.0
808000,8000,-118.0,101,-1.0,3941,8118.0
909000,9000,-128.0,101,1.0,4436,9128.0
1010000,10000,-128.0,101,1.0,4936,10128.0
