steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,-1.0,15,-1.0,0,2.0
30,2,0.0,15,1.0,1,2.0
45,3,-1.0,15,-1.0,1,4.0
60,4,-2.0,15,-1.0,1,6.0
75,5,-3.0,15,-1.0,1,8.0
90,6,-2.0,15,1.0,2,8.0
105,7,-1.0,15,1.0,3,8.0
120,8,-2.0,15,-1.0,3,10.0
135,9,-1.0,15,1.0,4,10.0
150,10,-2.0,15,-1.0,4,12.0
180,12,-4.0,15,-1.0,4,16.0
210,14,-4.0,15,1.0,5,18.0
255,17,-3.0,15,-1.0,7,20.0
300,20,-6.0,15,-1.0,7,26.0
375,25,-7.0,15,-1.0,9,32.0
450,30,-6.0,15,1.0,12,36.0
600,40,-10.0,15,1.0,15,50.0
750,50,-8.0,15,-1.0,21,58.0
900,60,-2.0,15,1.0,29,62.0
1050,70,0.0,15,-1.0,35,70.0
1200,80,4.0,15,1.0,42,76.0
1350,90,4.0,15,1.0,47,86.0
1500,100,4.0,15,-1.0,52,96.0
1800,120,-4.0,15,-1.0,58,124.0
2100,140,-8.0,15,-1.0,66,148.0
2550,170,-14.0,15,-1.0,78,184.0
3000,200,-8.0,15,1.0,96,208.0
3750,250,-2.0,15,1.0,124,252.0
4500,300,-10.0,15,-1.0,145,310.0
6000,400,2.0,15,1.0,201,398.0
7500,500,12.0,15,1.0,256,488.0
9000,600,6.0,15,1.0,303,594.0
10500,700,12.0,15,1.0,356,688.0
12000,800,30.0,15,1.0,415,770.0
13500,900,32.0,15,-1.0,466,868.0
15000,1000,36.0,15,-1.0,518,964.0
18000,1200,42.0,15,1.0,621,1158.0
21000,1400,14.0,15,1.0,707,1386.0
25500,1700,-2.0,15,-1.0,849,1702.0
30000,2000,-2.0,15,-1.0,999,2002.0
37500,2500,-6.0,15,-1.0,1247,2506.0
45000,3000,-2.0,15,1.0,1499,3002.0
60000,4000,64.0,15,1.0,2032,3936.0
75000,5000,86.0,15,1.0,2543,4914.0
90000,6000,100.0,15,1.0,3050,5900.0
105000,7000,114.0,15,-1.0,3557,6886.0
120000,8000,120.0,15,1.0,4060,7880.0
135000,9000,130.0,15,-1.0,4565,8870.0
150000,10000,130.0,15,-1.0,5065,9870.0
