steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,-2.0,3,-1.0,0,4.0
9,3,-1.0,3,1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-3.0,3,-1.0,1,8.0
18,6,-4.0,3,-1.0,1,10.0
21,7,-5.0,3,-1.0,1,12.0
24,8,-4.0,3,1.0,2,12.0
27,9,-3.0,3,1.0,3,12.0
30,10,-2.0,3,1.0,4,12.0
36,12,0.0,3,1.0,6,12.0
42,14,-2.0,3,-1.0,6,16.0
51,17,-3.0,3,-1.0,7,20.0
60,20,-2.0,3,1.0,9,22.0
75,25,1.0,3,-1.0,13,24.0
90,30,0.0,3,-1.0,15,30.0
120,40,-2.0,3,1.0,19,42.0
150,50,-6.0,3,1.0,22,56.0
180,60,-12.0,3,-1.0,24,72.0
210,70,-14.0,3,1.0,28,84.0
240,80,-18.0,3,-1.0,31,98.0
270,90,-18.0,3,-1.0,36,108.0
300,100,-18.0,3,1.0,41,118.0
360,120,-10.0,3,1.0,55,130.0
420,140,-6.0,3,1.0,67,146.0
510,170,0.0,3,1.0,85,170.0
600,200,-6.0,3,-1.0,97,206.0
750,250,-12.0,3,-1.0,119,262.0
900,300,-4.0,3,1.0,148,304.0
1200,400,-16.0,3,-1.0,192,416.0
1500,500,-26.0,3,-1.0,237,526.0
1800,600,-20.0,3,-1.0,290,620.0
2100,700,-26.0,3,-1.0,337,726.0
2400,800,-44.0,3,-1.0,378,844.0
2700,900,-46.0,3,1.0,427,946.0
3000,1000,-50.0,3,1.0,475,1050.0
3600,1200,-56.0,3,-1.0,572,1256.0
4200,1400,-28.0,3,-1.0,686,1428.0
5100,1700,-12.0,3,1.0,844,1712.0
6000,2000,-12.0,3,1.0,994,2012.0
7500,2500,-8.0,3,1.0,1246,2508.0
9000,3000,-12.0,3,-1.0,1494,3012.0
12000,4000,-78.0,3,-1.0,1961,4078.0
15000,5000,-100.0,3,-1.0,2450,5100.0
18000,6000,-114.0,3,-1.0,2943,6114.0
21000,7000,-128.0,3,1.0,3436,7128.0
24000,8000,-134.0,3,-1.0,3933,8134.0
27000,9000,-144.0,3,1.0,4428,9144.0
30000,10000,-144.0,3,1.0,4928,10144.0
