steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-1.0,3,1.0,2,6.0
18,6,-2.0,3,-1.0,2,8.0
21,7,-1.0,3,1.0,3,8.0
24,8,0.0,3,1.0,4,8.0
27,9,1.0,3,1.0,5,8.0
30,10,2.0,3,1.0,6,8.0
36,12,4.0,3,1.0,8,8.0
42,14,4.0,3,-1.0,9,10.0
51,17,3.0,3,-1.0,10,14.0
60,20,4.0,3,1.0,12,16.0
75,25,5.0,3,-1.0,15,20.0
90,30,6.0,3,1.0,18,24.0
120,40,10.0,3,1.0,25,30.0
150,50,8.0,3,-1.0,29,42.0
180,60,6.0,3,-1.0,33,54.0
210,70,12.0,3,1.0,41,58.0
240,80,12.0,3,1.0,46,68.0
270,90,16.0,3,-1.0,53,74.0
300,100,14.0,3,1.0,57,86.0
360,120,10.0,3,-1.0,65,110.0
420,140,8.0,3,1.0,74,132.0
510,170,8.0,3,-1.0,89,162.0
600,200,10.0,3,1.0,105,190.0
750,250,6.0,3,-1.0,128,244.0
900,300,8.0,3,1.0,154,292.0
1200,400,-6.0,3,-1.0,197,406.0
1500,500,-14.0,3,-1.0,243,514.0
1800,600,-18.0,3,1.0,291,618.0
2100,700,-6.0,3,1.0,347,706.0
2400,800,2.0,3,-1.0,401,798.0
2700,900,-8.0,3,-1.0,446,908.0
3000,1000,2.0,3,-1.0,501,998.0
3600,1200,-2.0,3,-1.0,599,1202.0
4200,1400,20.0,3,1.0,710,1380.0
5100,1700,40.0,3,1.0,870,1660.0
6000,2000,48.0,3,-1.0,1024,1952.0
7500,2500,52.0,3,1.0,1276,2448.0
9000,3000,36.0,3,-1.0,1518,2964.0
12000,4000,18.0,3,1.0,2009,3982.0
15000,5000,-16.0,3,-1.0,2492,5016.0
18000,6000,12.0,3,-1.0,3006,5988.0
21000,7000,14.0,3,1.0,3507,6986.0
24000,8000,28.0,3,-1.0,4014,7972.0
27000,9000,12.0,3,-1.0,4506,8988.0
30000,10000,8.0,3,-1.0,5004,9992.0
