steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-0.017383918962802447,1,-0.017383918962802447,0.5
2,2,-1.2571714763915895,1,-1.239787557428787,1.0
3,3,-0.4818317404871135,1,0.775339735904476,1.2999999999999998
4,4,1.8343501896216101,1,2.3161819301087236,1.2999999999999998
5,5,2.8925712464012525,1,1.0582210567796424,1.9
6,6,3.654438355196107,1,0.7618671087948545,2.0999999999999996
7,7,4.271137173767301,1,0.6166988185711944,2.5999999999999996
8,8,4.839033285176845,1,0.5678961114095438,2.5999999999999996
9,9,7.662692849420983,1,2.8236595642441378,3.1999999999999997
10,10,8.819336943529404,1,1.1566440941084215,3.4999999999999996
12,12,8.156049705474427,1,-0.47559005086505035,4.299999999999999
14,14,12.114374715808562,1,3.4882197772463917,4.899999999999999
17,17,12.048418136593432,1,-0.8702904343836988,6.799999999999999
20,20,13.549188132756237,1,-0.052044718833796744,8.2
25,25,15.401780829286633,1,-0.1914499790741535,10.2
30,30,17.562580754907955,1,0.04928474700168328,10.9
40,40,23.2316992783713,1,1.153321322726975,14.200000000000001
50,50,27.31494110244418,1,1.2556242474599646,19.9
60,60,28.529344056495546,1,-0.9599271981465015,25.300000000000004
70,70,32.355611050501764,1,0.1910786214968636,28.900000000000006
80,80,35.619110495427215,1,-0.42271320275673674,33.00000000000001
90,90,39.92990854261566,1,-0.12809149128667677,38.20000000000001
100,100,38.780724371411225,1,0.2372689143283727,44.10000000000001
120,120,45.1442348461144,1,0.11004005306070469,55.90000000000002
140,140,64.06074000736952,1,0.26567139302096066,64.29999999999998
170,170,84.36981331593982,1,0.6130196512649768,73.2999999999999
200,200,110.59903230182243,1,0.9031400905311155,82.29999999999981
250,250,132.6983795452463,1,-0.16674244631210944,97.29999999999967
300,300,158.9651367117518,1,1.4116207429339314,125.4999999999994
400,400,191.77648312842882,1,1.7355256183105983,185.49999999999883
500,500,217.80002451204447,1,-0.007682475290546664,245.49999999999827
600,600,269.8923304324965,1,0.679047471228097,305.50000000000006
700,700,294.08643163157353,1,-0.6273898086472097,365.50000000000233
800,800,328.7053559244284,1,-0.1324038773806081,425.5000000000046
900,900,371.13483907790396,1,0.234920638285318,485.5000000000069
1000,1000,397.69758636167114,1,1.2090448343676028,545.5000000000091
1200,1200,442.05238563076085,1,-0.35046678184486346,665.5000000000136
1400,1400,534.8103256179093,1,0.27329694399149973,785.5000000000182
1700,1700,685.9698333033164,1,0.5993559020098231,965.500000000025
2000,2000,802.2034431645818,1,-1.2201253342359837,1145.5000000000089
2500,2500,988.4279724993833,1,-0.18396695632926674,1445.4999999999634
3000,3000,1219.363085669714,1,1.3407724044329714,1745.499999999918
4000,4000,1668.1073622684507,1,-0.5494351129289042,2345.499999999827
5000,5000,2043.5203386445323,1,2.5716617155102535,2945.4999999997362
6000,6000,2446.7306695456973,1,0.5627615239458079,3545.4999999996453
7000,7000,2835.0467575088755,1,0.6915885018937773,4145.499999999592
8000,8000,3242.9874477792923,1,1.909117356020876,4745.499999999955
9000,9000,3668.858156923463,1,-1.1173839303080197,5345.500000000319
10000,10000,4148.381863001619,1,-1.2166255656327993,5945.500000000683
