steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.0,100,1.0
300,3,3.1,100,1.1
400,4,4.2,100,1.1
500,5,5.300000000000001,100,1.1
600,6,6.4,100,1.1
700,7,7.5,100,1.1
800,8,8.6,100,1.1
900,9,9.7,100,1.1
1000,10,10.799999999999999,100,1.1
1200,12,12.999999999999998,100,1.1
1400,14,15.199999999999998,100,1.1
1700,17,18.5,100,1.1
2000,20,21.800000000000004,100,1.1
2500,25,27.30000000000001,100,1.1
3000,30,32.80000000000002,100,1.1
4000,40,43.80000000000003,100,1.1
5000,50,54.80000000000005,100,1.1
6000,60,65.80000000000005,100,1.1
7000,70,76.8,100,1.1
8000,80,87.79999999999994,100,1.1
9000,90,98.79999999999988,100,1.1
10000,100,109.79999999999983,100,1.1
12000,120,131.79999999999973,100,1.1
14000,140,153.7999999999996,100,1.1
17000,170,186.79999999999944,100,1.1
20000,200,219.79999999999927,100,1.1
25000,250,274.7999999999995,100,1.1
30000,300,329.80000000000064,100,1.1
40000,400,439.8000000000029,100,1.1
50000,500,549.8000000000052,100,1.1
60000,600,659.8000000000075,100,1.1
70000,700,769.8000000000097,100,1.1
80000,800,879.800000000012,100,1.1
90000,900,989.8000000000143,100,1.1
100000,1000,1099.8000000000088,100,1.1
