steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,-2.0,3,-1.0,0,4.0
9,3,-3.0,3,-1.0,0,6.0
12,4,-4.0,3,-1.0,0,8.0
15,5,-3.0,3,1.0,1,8.0
18,6,-2.0,3,1.0,2,8.0
21,7,-1.0,3,1.0,3,8.0
24,8,-2.0,3,-1.0,3,10.0
27,9,-1.0,3,1.0,4,10.0
30,10,-2.0,3,-1.0,4,12.0
36,12,-4.0,3,-1.0,4,16.0
42,14,-4.0,3,1.0,5,18.0
51,17,-5.0,3,-1.0,6,22.0
60,20,-6.0,3,-1.0,7,26.0
75,25,-5.0,3,1.0,10,30.0
90,30,-6.0,3,-1.0,12,36.0
120,40,-4.0,3,1.0,18,44.0
150,50,-4.0,3,-1.0,23,54.0
180,60,-6.0,3,-1.0,27,66.0
210,70,-6.0,3,-1.0,32,76.0
240,80,-6.0,3,1.0,37,86.0
270,90,-6.0,3,1.0,42,96.0
300,100,-2.0,3,1.0,49,102.0
360,120,4.0,3,1.0,62,116.0
420,140,6.0,3,-1.0,73,134.0
510,170,8.0,3,1.0,89,162.0
600,200,14.0,3,-1.0,107,186.0
750,250,14.0,3,-1.0,132,236.0
900,300,18.0,3,1.0,159,282.0
1200,400,30.0,3,1.0,215,370.0
1500,500,44.0,3,1.0,272,456.0
1800,600,40.0,3,-1.0,320,560.0
2100,700,32.0,3,1.0,366,668.0
2400,800,50.0,3,1.0,425,750.0
2700,900,42.0,3,1.0,471,858.0
3000,1000,30.0,3,-1.0,515,970.0
3600,1200,32.0,3,-1.0,616,1168.0
4200,1400,8.0,3,-1.0,704,1392.0
5100,1700,-6.0,3,-1.0,847,1706.0
6000,2000,2.0,3,1.0,1001,1998.0
7500,2500,56.0,3,-1.0,1278,2444.0
9000,3000,62.0,3,1.0,1531,2938.0
12000,4000,52.0,3,1.0,2026,3948.0
15000,5000,62.0,3,1.0,2531,4938.0
18000,6000,58.0,3,1.0,3029,5942.0
21000,7000,10.0,3,-1.0,3505,6990.0
24000,8000,30.0,3,1.0,4015,7970.0
27000,9000,-10.0,3,-1.0,4495,9010.0
30000,10000,-34.0,3,-1.0,4983,10034.0
