steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.1,100,1.1
300,3,3.2,100,1.1
400,4,4.2,100,1.0
500,5,5.2,100,1.0
600,6,6.300000000000001,100,1.1
700,7,7.4,100,1.1
800,8,8.4,100,1.0
900,9,9.5,100,1.1
1000,10,10.5,100,1.0
1200,12,12.6,100,1.1
1400,14,14.7,100,1.0
1700,17,17.8,100,1.1
2000,20,20.900000000000002,100,1.1
2500,25,26.000000000000004,100,1.0
3000,30,31.100000000000005,100,1.0
4000,40,41.500000000000014,100,1.1
5000,50,51.500000000000014,100,1.0
6000,60,61.500000000000014,100,1.0
7000,70,71.60000000000001,100,1.0
8000,80,81.7,100,1.0
9000,90,91.7,100,1.0
10000,100,101.8,100,1.0
12000,120,121.8,100,1.0
14000,140,141.8,100,1.0
17000,170,171.8,100,1.0
20000,200,201.8,100,1.0
25000,250,251.9,100,1.0
30000,300,302.0,100,1.0
40000,400,402.20000000000005,100,1.0
50000,500,502.4000000000001,100,1.0
60000,600,602.5000000000001,100,1.0
70000,700,702.5000000000001,100,1.0
80000,800,802.5000000000001,100,1.0
90000,900,902.6000000000001,100,1.0
100000,1000,1002.7000000000002,100,1.0
