steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,-2.0,7,-1.0,0,4.0
21,3,-3.0,7,-1.0,0,6.0
28,4,-4.0,7,-1.0,0,8.0
35,5,-5.0,7,-1.0,0,10.0
42,6,-6.0,7,-1.0,0,12.0
49,7,-7.0,7,-1.0,0,14.0
56,8,-8.0,7,-1.0,0,16.0
63,9,-9.0,7,-1.0,0,18.0
70,10,-8.0,7,1.0,1,18.0
84,12,-8.0,7,-1.0,2,20.0
98,14,-6.0,7,1.0,4,20.0
119,17,-9.0,7,-1.0,4,26.0
140,20,-8.0,7,1.0,6,28.0
175,25,-7.0,7,-1.0,9,32.0
210,30,-10.0,7,-1.0,10,40.0
280,40,-12.0,7,1.0,14,52.0
350,50,-14.0,7,1.0,18,64.0
420,60,-20.0,7,-1.0,20,80.0
490,70,-18.0,7,1.0,26,88.0
560,80,-10.0,7,1.0,35,90.0
630,90,-8.0,7,1.0,41,98.0
700,100,-6.0,7,-1.0,47,106.0
840,120,-4.0,7,1.0,58,124.0
980,140,0.0,7,1.0,70,140.0
1190,170,-8.0,7,-1.0,81,178.0
1400,200,-4.0,7,-1.0,98,204.0
1750,250,-12.0,7,1.0,119,262.0
2100,300,-8.0,7,1.0,146,308.0
2800,400,-4.0,7,1.0,198,404.0
3500,500,14.0,7,-1.0,257,486.0
4200,600,18.0,7,1.0,309,582.0
4900,700,24.0,7,1.0,362,676.0
5600,800,38.0,7,1.0,419,762.0
6300,900,40.0,7,-1.0,470,860.0
7000,1000,42.0,7,-1.0,521,958.0
8400,1200,50.0,7,1.0,625,1150.0
9800,1400,20.0,7,1.0,710,1380.0
11900,1700,6.0,7,1.0,853,1694.0
14000,2000,36.0,7,-1.0,1018,1964.0
17500,2500,44.0,7,1.0,1272,2456.0
21000,3000,40.0,7,-1.0,1520,2960.0
28000,4000,-8.0,7,-1.0,1996,4008.0
35000,5000,-74.0,7,-1.0,2463,5074.0
42000,6000,-94.0,7,-1.0,2953,6094.0
49000,7000,-118.0,7,1.0,3441,7118.0
56000,8000,-108.0,7,1.0,3946,8108.0
63000,9000,-76.0,7,-1.0,4462,9076.0
70000,10000,-64.0,7,1.0,4968,10064.0
