steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,1.0,3,1.0,2,2.0
12,4,0.0,3,-1.0,2,4.0
15,5,-1.0,3,-1.0,2,6.0
18,6,0.0,3,1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,0.0,3,1.0,4,8.0
27,9,1.0,3,1.0,5,8.0
30,10,2.0,3,1.0,6,8.0
36,12,2.0,3,1.0,7,10.0
42,14,0.0,3,-1.0,7,14.0
51,17,-1.0,3,1.0,8,18.0
60,20,-2.0,3,1.0,9,22.0
75,25,-3.0,3,-1.0,11,28.0
90,30,-6.0,3,-1.0,12,36.0
120,40,-6.0,3,1.0,17,46.0
150,50,-10.0,3,-1.0,20,60.0
180,60,-12.0,3,1.0,24,72.0
210,70,-16.0,3,-1.0,27,86.0
240,80,-20.0,3,-1.0,30,100.0
270,90,-20.0,3,1.0,35,110.0
300,100,-22.0,3,-1.0,39,122.0
360,120,-20.0,3,1.0,50,140.0
420,140,-16.0,3,1.0,62,156.0
510,170,-32.0,3,1.0,69,202.0
600,200,-36.0,3,-1.0,82,236.0
750,250,-28.0,3,1.0,111,278.0
900,300,-28.0,3,1.0,136,328.0
1200,400,-2.0,3,1.0,199,402.0
1500,500,-2.0,3,-1.0,249,502.0
1800,600,12.0,3,1.0,306,588.0
2100,700,20.0,3,1.0,360,680.0
2400,800,28.0,3,1.0,414,772.0
2700,900,26.0,3,-1.0,463,874.0
3000,1000,22.0,3,-1.0,511,978.0
3600,1200,18.0,3,-1.0,609,1182.0
4200,1400,-14.0,3,-1.0,693,1414.0
5100,1700,-36.0,3,-1.0,832,1736.0
6000,2000,-38.0,3,1.0,981,2038.0
7500,2500,-44.0,3,1.0,1228,2544.0
9000,3000,-54.0,3,-1.0,1473,3054.0
12000,4000,-26.0,3,-1.0,1987,4026.0
15000,5000,-42.0,3,1.0,2479,5042.0
18000,6000,-88.0,3,1.0,2956,6088.0
21000,7000,-114.0,3,1.0,3443,7114.0
24000,8000,-98.0,3,1.0,3951,8098.0
27000,9000,-118.0,3,-1.0,4441,9118.0
30000,10000,-64.0,3,-1.0,4968,10064.0
