steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,-1.0,41,-1.0,0,2.0
82,2,0.0,41,1.0,1,2.0
123,3,1.0,41,1.0,2,2.0
164,4,0.0,41,-1.0,2,4.0
205,5,-1.0,41,-1.0,2,6.0
246,6,-2.0,41,-1.0,2,8.0
287,7,-3.0,41,-1.0,2,10.0
328,8,-4.0,41,-1.0,2,12.0
369,9,-5.0,41,-1.0,2,14.0
410,10,-4.0,41,1.0,3,14.0
492,12,-6.0,41,-1.0,3,18.0
574,14,-4.0,41,1.0,5,18.0
697,17,-3.0,41,1.0,7,20.0
820,20,0.0,41,1.0,10,20.0
1025,25,-5.0,41,-1.0,10,30.0
1230,30,-2.0,41,1.0,14,32.0
1640,40,2.0,41,1.0,21,38.0
2050,50,2.0,41,-1.0,26,48.0
2460,60,6.0,41,-1.0,33,54.0
2870,70,10.0,41,1.0,40,60.0
3280,80,8.0,41,-1.0,44,72.0
3690,90,12.0,41,1.0,51,78.0
4100,100,12.0,41,1.0,56,88.0
4920,120,6.0,41,-1.0,63,114.0
5740,140,4.0,41,-1.0,72,136.0
6970,170,6.0,41,1.0,88,164.0
8200,200,4.0,41,-1.0,102,196.0
10250,250,8.0,41,-1.0,129,242.0
12300,300,12.0,41,1.0,156,288.0
16400,400,22.0,41,-1.0,211,378.0
20500,500,20.0,41,-1.0,260,480.0
24600,600,30.0,41,1.0,315,570.0
28700,700,26.0,41,1.0,363,674.0
32800,800,30.0,41,1.0,415,770.0
36900,900,30.0,41,-1.0,465,870.0
41000,1000,34.0,41,1.0,517,966.0
49200,1200,28.0,41,1.0,614,1172.0
57400,1400,-2.0,41,1.0,699,1402.0
69700,1700,14.0,41,1.0,857,1686.0
82000,2000,18.0,41,1.0,1009,1982.0
102500,2500,-22.0,41,-1.0,1239,2522.0
123000,3000,-46.0,41,1.0,1477,3046.0
164000,4000,8.0,41,1.0,2004,3992.0
205000,5000,16.0,41,1.0,2508,4984.0
246000,6000,-8.0,41,-1.0,2996,6008.0
287000,7000,12.0,41,-1.0,3506,6988.0
328000,8000,8.0,41,1.0,4004,7992.0
369000,9000,-4.0,41,-1.0,4498,9004.0
410000,10000,6.0,41,-1.0,5003,9994.0
