steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-1.0,3,1.0,2,6.0
18,6,0.0,3,1.0,3,6.0
21,7,1.0,3,1.0,4,6.0
24,8,0.0,3,-1.0,4,8.0
27,9,-1.0,3,-1.0,4,10.0
30,10,-2.0,3,-1.0,4,12.0
36,12,0.0,3,1.0,6,12.0
42,14,0.0,3,1.0,7,14.0
51,17,-1.0,3,1.0,8,18.0
60,20,0.0,3,-1.0,10,20.0
75,25,-5.0,3,-1.0,10,30.0
90,30,-6.0,3,-1.0,12,36.0
120,40,-8.0,3,-1.0,16,48.0
150,50,-4.0,3,1.0,23,54.0
180,60,-4.0,3,1.0,28,64.0
210,70,-4.0,3,1.0,33,74.0
240,80,-8.0,3,-1.0,36,88.0
270,90,-4.0,3,1.0,43,94.0
300,100,-2.0,3,1.0,49,102.0
360,120,-4.0,3,1.0,58,124.0
420,140,-6.0,3,-1.0,67,146.0
510,170,-8.0,3,-1.0,81,178.0
600,200,-14.0,3,-1.0,93,214.0
750,250,-24.0,3,1.0,113,274.0
900,300,-28.0,3,1.0,136,328.0
1200,400,-36.0,3,1.0,182,436.0
1500,500,-20.0,3,1.0,240,520.0
1800,600,-30.0,3,-1.0,285,630.0
2100,700,-22.0,3,1.0,339,722.0
2400,800,-28.0,3,1.0,386,828.0
2700,900,-26.0,3,1.0,437,926.0
3000,1000,-8.0,3,-1.0,496,1008.0
3600,1200,-22.0,3,-1.0,589,1222.0
4200,1400,-26.0,3,-1.0,687,1426.0
5100,1700,-22.0,3,1.0,839,1722.0
6000,2000,4.0,3,1.0,1002,1996.0
7500,2500,50.0,3,-1.0,1275,2450.0
9000,3000,92.0,3,1.0,1546,2908.0
12000,4000,94.0,3,-1.0,2047,3906.0
15000,5000,98.0,3,1.0,2549,4902.0
18000,6000,124.0,3,1.0,3062,5876.0
21000,7000,166.0,3,1.0,3583,6834.0
24000,8000,162.0,3,1.0,4081,7838.0
27000,9000,172.0,3,-1.0,4586,8828.0
30000,10000,210.0,3,1.0,5105,9790.0
