steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
40,1,-0.005500000000000003,40,-0.005500000000000003,1,0
80,2,-0.010750000000000008,40,-0.005250000000000003,2,0
120,3,-0.01575000000000001,40,-0.005000000000000003,3,0
160,4,-0.021250000000000015,40,-0.005500000000000003,4,0
200,5,-0.02575000000000002,40,-0.004500000000000002,5,0
240,6,-0.030500000000000024,40,-0.0047500000000000025,6,0
280,7,-0.034750000000000024,40,-0.004250000000000002,7,0
320,8,-0.04000000000000003,40,-0.005250000000000003,8,0
360,9,-0.04475000000000003,40,-0.0047500000000000025,9,0
400,10,-0.05000000000000004,40,-0.005250000000000003,10,0
480,12,-0.060000000000000046,40,-0.004500000000000002,12,0
560,14,-0.07075000000000005,40,-0.006000000000000004,14,0
680,17,-0.08575000000000006,40,-0.004250000000000002,17,0
800,20,-0.10025000000000008,40,-0.005250000000000003,20,0
1000,25,-0.12500000000000008,40,-0.004500000000000002,25,0
1200,30,-0.1517500000000001,40,-0.005250000000000003,30,0
1600,40,-0.20225000000000015,40,-0.004000000000000002,40,0
2000,50,-0.25274999999999986,40,-0.005250000000000003,50,0
2400,60,-0.30099999999999455,40,-0.003250000000000001,60,0
2800,70,-0.3502499999999891,40,-0.006250000000000004,70,0
3200,80,-0.396749999999984,40,-0.004500000000000002,80,0
3600,90,-0.44449999999997875,40,-0.0035000000000000014,90,0
4000,100,-0.496499999999973,40,-0.006500000000000004,100,0
4800,120,-0.5987499999999618,40,-0.006000000000000004,120,0
5600,140,-0.6982499999999509,40,-0.005000000000000003,140,0
6800,170,-0.8439999999999348,40,-0.004000000000000002,170,0
8000,200,-0.9922499999999185,40,-0.004000000000000002,200,0
10000,250,-1.2324999999999953,40,-0.0047500000000000025,250,0
12000,300,-1.4780000000000773,40,-0.005500000000000003,300,0
16000,400,-1.9635000000002394,40,-0.005750000000000003,400,0
20000,500,-2.4395000000000078,40,-0.004250000000000002,500,0
24000,600,-2.9039999999997503,40,-0.0035000000000000014,600,0
28000,700,-3.3404999999995084,40,-0.0037500000000000016,700,0
32000,800,-3.8164999999992446,40,-0.0035000000000000014,800,0
36000,900,-4.278249999999483,40,-0.004500000000000002,900,0
40000,1000,-4.734750000000041,40,-0.004000000000000002,1000,0
48000,1200,-5.6345000000011405,40,-0.004000000000000002,1200,0
56000,1400,-6.543750000002252,40,-0.005500000000000003,1400,0
68000,1700,-7.954000000003975,40,-0.004500000000000002,1700,0
80000,2000,-9.27475000000106,40,-0.003000000000000001,2000,0
100000,2500,-11.541999999995776,40,-0.005250000000000003,2500,0
120000,3000,-13.821999999990462,40,-0.0037500000000000016,3000,0
160000,4000,-18.726749999998404,40,-0.004000000000000002,4000,0
200000,5000,-23.856250000022897,40,-0.006000000000000004,5000,0
240000,6000,-29.39850000004936,40,-0.006000000000000004,6000,0
280000,7000,-34.59800000007419,40,-0.005250000000000003,7000,0
320000,8000,-39.56575000009791,40,-0.006500000000000004,8000,0
360000,9000,-44.87375000012325,40,-0.005500000000000003,9000,0
400000,10000,-50.349000000149395,40,-0.005000000000000003,10000,0
