steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,1.0,41,1.0,1,0.0
82,2,0.0,41,-1.0,1,2.0
123,3,1.0,41,1.0,2,2.0
164,4,2.0,41,1.0,3,2.0
205,5,3.0,41,1.0,4,2.0
246,6,4.0,41,1.0,5,2.0
287,7,5.0,41,1.0,6,2.0
328,8,6.0,41,1.0,7,2.0
369,9,7.0,41,1.0,8,2.0
410,10,6.0,41,-1.0,8,4.0
492,12,8.0,41,1.0,10,4.0
574,14,6.0,41,-1.0,10,8.0
697,17,5.0,41,-1.0,11,12.0
820,20,2.0,41,-1.0,11,18.0
1025,25,1.0,41,-1.0,13,24.0
1230,30,0.0,41,-1.0,15,30.0
1640,40,-8.0,41,-1.0,16,48.0
2050,50,-8.0,41,-1.0,21,58.0
2460,60,-10.0,41,-1.0,25,70.0
2870,70,-12.0,41,1.0,29,82.0
3280,80,-12.0,41,-1.0,34,92.0
3690,90,-16.0,41,1.0,37,106.0
4100,100,-22.0,41,-1.0,39,122.0
4920,120,-18.0,41,1.0,51,138.0
5740,140,-14.0,41,1.0,63,154.0
6970,170,-12.0,41,1.0,79,182.0
8200,200,-20.0,41,-1.0,90,220.0
10250,250,-14.0,41,-1.0,118,264.0
12300,300,-4.0,41,1.0,148,304.0
16400,400,-14.0,41,-1.0,193,414.0
20500,500,-8.0,41,1.0,246,508.0
24600,600,-6.0,41,1.0,297,606.0
28700,700,6.0,41,1.0,353,694.0
32800,800,14.0,41,1.0,407,786.0
36900,900,26.0,41,-1.0,463,874.0
41000,1000,26.0,41,-1.0,513,974.0
49200,1200,32.0,41,1.0,616,1168.0
57400,1400,44.0,41,-1.0,722,1356.0
69700,1700,56.0,41,1.0,878,1644.0
82000,2000,48.0,41,1.0,1024,1952.0
102500,2500,48.0,41,1.0,1274,2452.0
123000,3000,28.0,41,1.0,1514,2972.0
164000,4000,64.0,41,1.0,2032,3936.0
205000,5000,90.0,41,1.0,2545,4910.0
246000,6000,72.0,41,1.0,3036,5928.0
287000,7000,100.0,41,-1.0,3550,6900.0
328000,8000,74.0,41,1.0,4037,7926.0
369000,9000,64.0,41,-1.0,4532,8936.0
410000,10000,150.0,41,1.0,5075,9850.0
