steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,1.0,2,1.0,1,0.0
4,2,0.0,2,-1.0,1,2.0
6,3,-1.0,2,-1.0,1,4.0
8,4,0.0,2,1.0,2,4.0
10,5,1.0,2,1.0,3,4.0
12,6,2.0,2,1.0,4,4.0
14,7,1.0,2,-1.0,4,6.0
16,8,0.0,2,-1.0,4,8.0
18,9,-1.0,2,-1.0,4,10.0
20,10,-2.0,2,-1.0,4,12.0
24,12,-2.0,2,-1.0,5,14.0
28,14,-4.0,2,-1.0,5,18.0
34,17,-3.0,2,-1.0,7,20.0
40,20,-4.0,2,1.0,8,24.0
50,25,-1.0,2,-1.0,12,26.0
60,30,-4.0,2,-1.0,13,34.0
80,40,0.0,2,1.0,20,40.0
100,50,6.0,2,1.0,28,44.0
120,60,2.0,2,-1.0,31,58.0
140,70,6.0,2,1.0,38,64.0
160,80,2.0,2,-1.0,41,78.0
180,90,2.0,2,-1.0,46,88.0
200,100,-2.0,2,-1.0,49,102.0
240,120,4.0,2,1.0,62,116.0
280,140,6.0,2,1.0,73,134.0
340,170,8.0,2,-1.0,89,162.0
400,200,10.0,2,-1.0,105,190.0
500,250,18.0,2,1.0,134,232.0
600,300,18.0,2,-1.0,159,282.0
800,400,8.0,2,1.0,204,392.0
1000,500,-2.0,2,1.0,249,502.0
1200,600,60.0,2,1.0,330,540.0
1400,700,126.0,2,1.0,413,574.0
1600,800,194.0,2,-1.0,497,606.0
1800,900,276.0,2,1.0,588,624.0
2000,1000,366.0,2,1.0,683,634.0
2400,1200,556.0,2,1.0,878,644.0
2800,1400,754.0,2,1.0,1077,646.0
3400,1700,1032.0,2,1.0,1366,668.0
4000,2000,1318.0,2,1.0,1659,682.0
5000,2500,1792.0,2,1.0,2146,708.0
6000,3000,2272.0,2,1.0,2636,728.0
8000,4000,3216.0,2,1.0,3608,784.0
10000,5000,4168.0,2,1.0,4584,832.0
12000,6000,5122.0,2,1.0,5561,878.0
14000,7000,6086.0,2,1.0,6543,914.0
16000,8000,7034.0,2,1.0,7517,966.0
18000,9000,7978.0,2,1.0,8489,1022.0
20000,10000,8930.0,2,1.0,9465,1070.0
