steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,1.0,15,1.0,1,0.0
30,2,2.0,15,1.0,2,0.0
45,3,1.0,15,-1.0,2,2.0
60,4,0.0,15,-1.0,2,4.0
75,5,1.0,15,1.0,3,4.0
90,6,0.0,15,-1.0,3,6.0
105,7,1.0,15,1.0,4,6.0
120,8,2.0,15,1.0,5,6.0
135,9,1.0,15,-1.0,5,8.0
150,10,2.0,15,1.0,6,8.0
180,12,2.0,15,-1.0,7,10.0
210,14,0.0,15,-1.0,7,14.0
255,17,-1.0,15,-1.0,8,18.0
300,20,-4.0,15,-1.0,8,24.0
375,25,-7.0,15,-1.0,9,32.0
450,30,-6.0,15,1.0,12,36.0
600,40,-6.0,15,-1.0,17,46.0
750,50,-10.0,15,-1.0,20,60.0
900,60,-8.0,15,-1.0,26,68.0
1050,70,-4.0,15,1.0,33,74.0
1200,80,-10.0,15,1.0,35,90.0
1350,90,-10.0,15,1.0,40,100.0
1500,100,-12.0,15,-1.0,44,112.0
1800,120,-14.0,15,-1.0,53,134.0
2100,140,-18.0,15,1.0,61,158.0
2550,170,-24.0,15,-1.0,73,194.0
3000,200,-24.0,15,-1.0,88,224.0
3750,250,-38.0,15,-1.0,106,288.0
4500,300,-48.0,15,1.0,126,348.0
6000,400,-58.0,15,1.0,171,458.0
7500,500,-64.0,15,1.0,218,564.0
9000,600,-64.0,15,1.0,268,664.0
10500,700,-70.0,15,-1.0,315,770.0
12000,800,-54.0,15,1.0,373,854.0
13500,900,-48.0,15,-1.0,426,948.0
15000,1000,-38.0,15,-1.0,481,1038.0
18000,1200,-30.0,15,1.0,585,1230.0
21000,1400,-60.0,15,1.0,670,1460.0
25500,1700,-34.0,15,1.0,833,1734.0
30000,2000,-38.0,15,1.0,981,2038.0
37500,2500,-28.0,15,1.0,1236,2528.0
45000,3000,-30.0,15,1.0,1485,3030.0
60000,4000,42.0,15,1.0,2021,3958.0
75000,5000,12.0,15,1.0,2506,4988.0
90000,6000,12.0,15,1.0,3006,5988.0
105000,7000,20.0,15,-1.0,3510,6980.0
120000,8000,4.0,15,1.0,4002,7996.0
135000,9000,28.0,15,-1.0,4514,8972.0
150000,10000,56.0,15,1.0,5028,9944.0
