steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.0,100,1.0
300,3,3.0,100,1.0
400,4,4.0,100,1.0
500,5,5.1,100,1.1
600,6,6.1,100,1.0
700,7,7.1,100,1.0
800,8,8.1,100,1.0
900,9,9.1,100,1.0
1000,10,10.1,100,1.0
1200,12,12.1,100,1.0
1400,14,14.1,100,1.0
1700,17,17.3,100,1.0
2000,20,20.3,100,1.0
2500,25,25.400000000000002,100,1.0
3000,30,30.600000000000005,100,1.1
4000,40,40.70000000000001,100,1.1
5000,50,50.90000000000001,100,1.1
6000,60,61.100000000000016,100,1.0
7000,70,71.20000000000002,100,1.0
8000,80,81.30000000000001,100,1.0
9000,90,91.6,100,1.1
10000,100,101.79999999999998,100,1.0
12000,120,121.89999999999998,100,1.0
14000,140,141.89999999999998,100,1.0
17000,170,172.39999999999995,100,1.0
20000,200,202.89999999999992,100,1.1
25000,250,253.2999999999999,100,1.0
30000,300,303.3999999999999,100,1.0
40000,400,403.59999999999997,100,1.0
50000,500,503.59999999999997,100,1.0
60000,600,603.5999999999999,100,1.0
70000,700,703.5999999999999,100,1.0
80000,800,803.6999999999999,100,1.0
90000,900,903.9,100,1.0
100000,1000,1004.0,100,1.0
120000,1200,1204.1999999999998,100,1.0
140000,1400,1404.3999999999996,100,1.0
170000,1700,1705.099999999999,100,1.0
200000,2000,2005.5999999999985,100,1.0
250000,2500,2506.099999999998,100,1.0
