steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,2.0,3,1.0,2,0.0
9,3,1.0,3,-1.0,2,2.0
12,4,2.0,3,1.0,3,2.0
15,5,3.0,3,1.0,4,2.0
18,6,4.0,3,1.0,5,2.0
21,7,5.0,3,1.0,6,2.0
24,8,6.0,3,1.0,7,2.0
27,9,7.0,3,1.0,8,2.0
30,10,6.0,3,-1.0,8,4.0
36,12,6.0,3,-1.0,9,6.0
42,14,4.0,3,-1.0,9,10.0
51,17,1.0,3,-1.0,9,16.0
60,20,0.0,3,-1.0,10,20.0
75,25,1.0,3,-1.0,13,24.0
90,30,-4.0,3,-1.0,13,34.0
120,40,-4.0,3,1.0,18,44.0
150,50,0.0,3,1.0,25,50.0
180,60,0.0,3,1.0,30,60.0
210,70,0.0,3,-1.0,35,70.0
240,80,0.0,3,-1.0,40,80.0
270,90,-2.0,3,-1.0,44,92.0
300,100,0.0,3,1.0,50,100.0
360,120,-2.0,3,1.0,59,122.0
420,140,-8.0,3,-1.0,66,148.0
510,170,-4.0,3,1.0,83,174.0
600,200,-10.0,3,-1.0,95,210.0
750,250,-4.0,3,1.0,123,254.0
900,300,-10.0,3,-1.0,145,310.0
1200,400,-2.0,3,-1.0,199,402.0
1500,500,-6.0,3,-1.0,247,506.0
1800,600,-6.0,3,-1.0,297,606.0
2100,700,0.0,3,1.0,350,700.0
2400,800,10.0,3,-1.0,405,790.0
2700,900,16.0,3,-1.0,458,884.0
3000,1000,2.0,3,1.0,501,998.0
3600,1200,0.0,3,1.0,600,1200.0
4200,1400,-30.0,3,-1.0,685,1430.0
5100,1700,-24.0,3,-1.0,838,1724.0
6000,2000,-24.0,3,-1.0,988,2024.0
7500,2500,-24.0,3,-1.0,1238,2524.0
9000,3000,-34.0,3,-1.0,1483,3034.0
12000,4000,56.0,3,1.0,2028,3944.0
15000,5000,166.0,3,1.0,2583,4834.0
18000,6000,254.0,3,1.0,3127,5746.0
21000,7000,258.0,3,-1.0,3629,6742.0
24000,8000,320.0,3,1.0,4160,7680.0
27000,9000,360.0,3,-1.0,4680,8640.0
30000,10000,396.0,3,1.0,5198,9604.0
36000,12000,558.0,3,1.0,6279,11442.0
42000,14000,772.0,3,1.0,7386,13228.0
51000,17000,994.0,3,-1.0,8997,16006.0
60000,20000,1202.0,3,-1.0,10601,18798.0
75000,25000,1484.0,3,-1.0,13242,23516.0
90000,30000,2090.0,3,1.0,16045,27910.0
