steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,0.0,7,1.0,1,2.0
21,3,-1.0,7,-1.0,1,4.0
28,4,-2.0,7,-1.0,1,6.0
35,5,-1.0,7,1.0,2,6.0
42,6,0.0,7,1.0,3,6.0
49,7,-1.0,7,-1.0,3,8.0
56,8,-2.0,7,-1.0,3,10.0
63,9,-3.0,7,-1.0,3,12.0
70,10,-4.0,7,-1.0,3,14.0
84,12,-4.0,7,1.0,4,16.0
98,14,-4.0,7,-1.0,5,18.0
119,17,-7.0,7,-1.0,5,24.0
140,20,-8.0,7,1.0,6,28.0
175,25,-9.0,7,-1.0,8,34.0
210,30,-8.0,7,1.0,11,38.0
280,40,-8.0,7,-1.0,16,48.0
350,50,-14.0,7,-1.0,18,64.0
420,60,-14.0,7,1.0,23,74.0
490,70,-10.0,7,1.0,30,80.0
560,80,-12.0,7,-1.0,34,92.0
630,90,-18.0,7,1.0,36,108.0
700,100,-12.0,7,1.0,44,112.0
840,120,-10.0,7,1.0,55,130.0
980,140,-6.0,7,-1.0,67,146.0
1190,170,-10.0,7,1.0,80,180.0
1400,200,-10.0,7,-1.0,95,210.0
1750,250,-26.0,7,-1.0,112,276.0
2100,300,-28.0,7,-1.0,136,328.0
2800,400,-26.0,7,1.0,187,426.0
3500,500,-14.0,7,-1.0,243,514.0
4200,600,-24.0,7,-1.0,288,624.0
4900,700,-30.0,7,-1.0,335,730.0
5600,800,-42.0,7,-1.0,379,842.0
6300,900,-38.0,7,-1.0,431,938.0
7000,1000,-28.0,7,-1.0,486,1028.0
8400,1200,-34.0,7,-1.0,583,1234.0
9800,1400,-34.0,7,-1.0,683,1434.0
11900,1700,-50.0,7,-1.0,825,1750.0
14000,2000,-52.0,7,-1.0,974,2052.0
17500,2500,-20.0,7,-1.0,1240,2520.0
21000,3000,-30.0,7,-1.0,1485,3030.0
28000,4000,22.0,7,-1.0,2011,3978.0
35000,5000,42.0,7,1.0,2521,4958.0
42000,6000,66.0,7,1.0,3033,5934.0
49000,7000,78.0,7,-1.0,3539,6922.0
56000,8000,100.0,7,-1.0,4050,7900.0
63000,9000,100.0,7,-1.0,4550,8900.0
70000,10000,114.0,7,-1.0,5057,9886.0
