steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,0.0,3,1.0,2,4.0
15,5,-1.0,3,-1.0,2,6.0
18,6,0.0,3,1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,-2.0,3,-1.0,3,10.0
27,9,-3.0,3,-1.0,3,12.0
30,10,-4.0,3,-1.0,3,14.0
36,12,-4.0,3,1.0,4,16.0
42,14,-4.0,3,-1.0,5,18.0
51,17,-3.0,3,-1.0,7,20.0
60,20,-4.0,3,1.0,8,24.0
75,25,-7.0,3,-1.0,9,32.0
90,30,-2.0,3,1.0,14,32.0
120,40,-6.0,3,-1.0,17,46.0
150,50,-6.0,3,1.0,22,56.0
180,60,-4.0,3,1.0,28,64.0
210,70,-6.0,3,-1.0,32,76.0
240,80,-10.0,3,-1.0,35,90.0
270,90,-14.0,3,-1.0,38,104.0
300,100,-16.0,3,1.0,42,116.0
360,120,-14.0,3,1.0,53,134.0
420,140,-12.0,3,-1.0,64,152.0
510,170,-22.0,3,-1.0,74,192.0
600,200,-20.0,3,-1.0,90,220.0
750,250,-32.0,3,-1.0,109,282.0
900,300,-46.0,3,-1.0,127,346.0
1200,400,-44.0,3,-1.0,178,444.0
1500,500,-46.0,3,-1.0,227,546.0
1800,600,-34.0,3,1.0,283,634.0
2100,700,-26.0,3,-1.0,337,726.0
2400,800,-40.0,3,-1.0,380,840.0
2700,900,-36.0,3,-1.0,432,936.0
3000,1000,-30.0,3,-1.0,485,1030.0
3600,1200,-26.0,3,1.0,587,1226.0
4200,1400,-40.0,3,1.0,680,1440.0
5100,1700,-44.0,3,-1.0,828,1744.0
6000,2000,-62.0,3,-1.0,969,2062.0
7500,2500,-78.0,3,1.0,1211,2578.0
9000,3000,-80.0,3,-1.0,1460,3080.0
12000,4000,-122.0,3,-1.0,1939,4122.0
15000,5000,-118.0,3,-1.0,2441,5118.0
18000,6000,-130.0,3,1.0,2935,6130.0
21000,7000,-170.0,3,1.0,3415,7170.0
24000,8000,-154.0,3,-1.0,3923,8154.0
27000,9000,-176.0,3,-1.0,4412,9176.0
30000,10000,-118.0,3,-1.0,4941,10118.0
