steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,-1.0,2,-1.0,0,2.0
4,2,0.0,2,1.0,1,2.0
6,3,-1.0,2,-1.0,1,4.0
8,4,-2.0,2,-1.0,1,6.0
10,5,-1.0,2,1.0,2,6.0
12,6,0.0,2,1.0,3,6.0
14,7,-1.0,2,-1.0,3,8.0
16,8,-2.0,2,-1.0,3,10.0
18,9,-1.0,2,1.0,4,10.0
20,10,-2.0,2,-1.0,4,12.0
24,12,-4.0,2,-1.0,4,16.0
28,14,-6.0,2,-1.0,4,20.0
34,17,-7.0,2,-1.0,5,24.0
40,20,-8.0,2,-1.0,6,28.0
50,25,-11.0,2,-1.0,7,36.0
60,30,-10.0,2,-1.0,10,40.0
80,40,-8.0,2,-1.0,16,48.0
100,50,-6.0,2,1.0,22,56.0
120,60,-2.0,2,-1.0,29,62.0
140,70,2.0,2,1.0,36,68.0
160,80,8.0,2,1.0,44,72.0
180,90,10.0,2,1.0,50,80.0
200,100,4.0,2,-1.0,52,96.0
240,120,6.0,2,-1.0,63,114.0
280,140,10.0,2,1.0,75,130.0
340,170,2.0,2,-1.0,86,168.0
400,200,2.0,2,1.0,101,198.0
500,250,4.0,2,1.0,127,246.0
600,300,-6.0,2,-1.0,147,306.0
800,400,4.0,2,1.0,202,396.0
1000,500,2.0,2,-1.0,251,498.0
1200,600,74.0,2,1.0,337,526.0
1400,700,132.0,2,1.0,416,568.0
1600,800,198.0,2,-1.0,499,602.0
1800,900,272.0,2,1.0,586,628.0
2000,1000,362.0,2,1.0,681,638.0
2400,1200,552.0,2,1.0,876,648.0
2800,1400,746.0,2,1.0,1073,654.0
3400,1700,1028.0,2,1.0,1364,672.0
4000,2000,1304.0,2,1.0,1652,696.0
5000,2500,1780.0,2,1.0,2140,720.0
6000,3000,2256.0,2,1.0,2628,744.0
8000,4000,3204.0,2,1.0,3602,796.0
10000,5000,4166.0,2,1.0,4583,834.0
12000,6000,5108.0,2,1.0,5554,892.0
14000,7000,6072.0,2,1.0,6536,928.0
16000,8000,7010.0,2,1.0,7505,990.0
18000,9000,7970.0,2,1.0,8485,1030.0
20000,10000,8930.0,2,1.0,9465,1070.0
