steps,episode,total_return,episode_len,episode_return
100,1,1.1,100,1.1
200,2,2.1,100,1.0
300,3,3.1,100,1.0
400,4,4.2,100,1.1
500,5,5.300000000000001,100,1.1
600,6,6.4,100,1.1
700,7,7.5,100,1.1
800,8,8.5,100,1.0
900,9,9.5,100,1.0
1000,10,10.5,100,1.0
1200,12,12.6,100,1.0
1400,14,14.6,100,1.0
1700,17,17.6,100,1.0
2000,20,20.6,100,1.0
2500,25,25.6,100,1.0
3000,30,30.800000000000004,100,1.1
4000,40,40.900000000000006,100,1.0
5000,50,51.30000000000001,100,1.1
6000,60,61.600000000000016,100,1.0
7000,70,71.80000000000001,100,1.0
8000,80,81.9,100,1.0
9000,90,91.9,100,1.0
10000,100,102.1,100,1.0
12000,120,122.49999999999997,100,1.0
14000,140,142.69999999999996,100,1.0
17000,170,173.39999999999992,100,1.0
20000,200,204.69999999999985,100,1.1
25000,250,255.6999999999998,100,1.0
30000,300,306.8,100,1.0
40000,400,407.3000000000001,100,1.0
50000,500,507.6000000000002,100,1.0
60000,600,607.7000000000002,100,1.0
70000,700,707.9000000000002,100,1.0
80000,800,809.7000000000006,100,1.1
90000,900,916.2000000000021,100,1.1
100000,1000,1025.000000000004,100,1.1
