steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,-1.0,2,-1.0,0,2.0
4,2,0.0,2,1.0,1,2.0
6,3,-1.0,2,-1.0,1,4.0
8,4,-2.0,2,-1.0,1,6.0
10,5,-3.0,2,-1.0,1,8.0
12,6,-2.0,2,1.0,2,8.0
14,7,-3.0,2,-1.0,2,10.0
16,8,-4.0,2,-1.0,2,12.0
18,9,-3.0,2,1.0,3,12.0
20,10,-4.0,2,-1.0,3,14.0
24,12,-2.0,2,1.0,5,14.0
28,14,-2.0,2,-1.0,6,16.0
34,17,-3.0,2,-1.0,7,20.0
40,20,0.0,2,1.0,10,20.0
50,25,5.0,2,1.0,15,20.0
60,30,8.0,2,1.0,19,22.0
80,40,12.0,2,-1.0,26,28.0
100,50,10.0,2,1.0,30,40.0
120,60,12.0,2,1.0,36,48.0
140,70,12.0,2,1.0,41,58.0
160,80,14.0,2,-1.0,47,66.0
180,90,12.0,2,1.0,51,78.0
200,100,12.0,2,1.0,56,88.0
240,120,16.0,2,-1.0,68,104.0
280,140,8.0,2,-1.0,74,132.0
340,170,14.0,2,1.0,92,156.0
400,200,16.0,2,-1.0,108,184.0
500,250,28.0,2,1.0,139,222.0
600,300,32.0,2,-1.0,166,268.0
800,400,22.0,2,1.0,211,378.0
1000,500,32.0,2,1.0,266,468.0
1200,600,34.0,2,-1.0,317,566.0
1400,700,32.0,2,-1.0,366,668.0
1600,800,48.0,2,-1.0,424,752.0
1800,900,56.0,2,-1.0,478,844.0
2000,1000,52.0,2,-1.0,526,948.0
2400,1200,98.0,2,1.0,649,1102.0
2800,1400,156.0,2,-1.0,778,1244.0
3400,1700,200.0,2,1.0,950,1500.0
4000,2000,250.0,2,-1.0,1125,1750.0
5000,2500,416.0,2,1.0,1458,2084.0
6000,3000,644.0,2,1.0,1822,2356.0
8000,4000,1308.0,2,1.0,2654,2692.0
10000,5000,2128.0,2,1.0,3564,2872.0
12000,6000,3036.0,2,1.0,4518,2964.0
14000,7000,3964.0,2,1.0,5482,3036.0
16000,8000,4932.0,2,1.0,6466,3068.0
18000,9000,5930.0,2,1.0,7465,3070.0
20000,10000,6930.0,2,1.0,8465,3070.0
