steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,-2.0,3,-1.0,0,4.0
9,3,-1.0,3,1.0,1,4.0
12,4,0.0,3,1.0,2,4.0
15,5,-1.0,3,-1.0,2,6.0
18,6,-2.0,3,-1.0,2,8.0
21,7,-3.0,3,-1.0,2,10.0
24,8,-4.0,3,-1.0,2,12.0
27,9,-5.0,3,-1.0,2,14.0
30,10,-6.0,3,-1.0,2,16.0
36,12,-6.0,3,-1.0,3,18.0
42,14,-8.0,3,-1.0,3,22.0
51,17,-9.0,3,1.0,4,26.0
60,20,-8.0,3,1.0,6,28.0
75,25,-11.0,3,1.0,7,36.0
90,30,-14.0,3,-1.0,8,44.0
120,40,-12.0,3,1.0,14,52.0
150,50,-14.0,3,-1.0,18,64.0
180,60,-10.0,3,1.0,25,70.0
210,70,-8.0,3,1.0,31,78.0
240,80,0.0,3,1.0,40,80.0
270,90,2.0,3,-1.0,46,88.0
300,100,-2.0,3,-1.0,49,102.0
360,120,4.0,3,1.0,62,116.0
420,140,4.0,3,-1.0,72,136.0
510,170,0.0,3,-1.0,85,170.0
600,200,6.0,3,1.0,103,194.0
750,250,4.0,3,-1.0,127,246.0
900,300,-4.0,3,-1.0,148,304.0
1200,400,4.0,3,1.0,202,396.0
1500,500,-16.0,3,-1.0,242,516.0
1800,600,-10.0,3,-1.0,295,610.0
2100,700,-2.0,3,-1.0,349,702.0
2400,800,4.0,3,1.0,402,796.0
2700,900,16.0,3,-1.0,458,884.0
3000,1000,4.0,3,1.0,502,996.0
3600,1200,0.0,3,1.0,600,1200.0
4200,1400,4.0,3,-1.0,702,1396.0
5100,1700,44.0,3,1.0,872,1656.0
6000,2000,36.0,3,-1.0,1018,1964.0
7500,2500,46.0,3,-1.0,1273,2454.0
9000,3000,16.0,3,-1.0,1508,2984.0
12000,4000,-10.0,3,1.0,1995,4010.0
15000,5000,-10.0,3,-1.0,2495,5010.0
18000,6000,20.0,3,-1.0,3010,5980.0
21000,7000,36.0,3,-1.0,3518,6964.0
24000,8000,58.0,3,-1.0,4029,7942.0
27000,9000,36.0,3,-1.0,4518,8964.0
30000,10000,66.0,3,1.0,5033,9934.0
