steps,episode,total_return,episode_len,episode_return
100,1,1.1,100,1.1
200,2,2.1,100,1.0
300,3,3.1,100,1.0
400,4,4.1,100,1.0
500,5,5.199999999999999,100,1.1
600,6,6.199999999999999,100,1.0
700,7,7.199999999999999,100,1.0
800,8,8.2,100,1.0
900,9,9.2,100,1.0
1000,10,10.2,100,1.0
1200,12,12.299999999999999,100,1.1
1400,14,14.399999999999999,100,1.0
1700,17,17.4,100,1.0
2000,20,20.6,100,1.1
2500,25,25.700000000000003,100,1.0
3000,30,30.700000000000003,100,1.0
4000,40,40.800000000000004,100,1.0
5000,50,51.10000000000001,100,1.0
6000,60,61.30000000000001,100,1.0
7000,70,71.4,100,1.0
8000,80,81.69999999999999,100,1.1
9000,90,91.99999999999997,100,1.1
10000,100,102.19999999999996,100,1.0
12000,120,122.39999999999995,100,1.0
14000,140,142.69999999999993,100,1.0
17000,170,173.3999999999999,100,1.0
20000,200,204.19999999999985,100,1.1
25000,250,255.1999999999998,100,1.0
30000,300,306.5000000000001,100,1.1
40000,400,408.3000000000005,100,1.1
50000,500,510.400000000001,100,1.0
60000,600,612.7000000000015,100,1.0
70000,700,712.9000000000016,100,1.0
80000,800,813.1000000000016,100,1.0
90000,900,913.1000000000016,100,1.0
100000,1000,1013.2000000000016,100,1.0
