steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,1.0,2,1.0,1,0.0
4,2,2.0,2,1.0,2,0.0
6,3,3.0,2,1.0,3,0.0
8,4,4.0,2,1.0,4,0.0
10,5,3.0,2,-1.0,4,2.0
12,6,2.0,2,-1.0,4,4.0
14,7,1.0,2,-1.0,4,6.0
16,8,2.0,2,1.0,5,6.0
18,9,3.0,2,1.0,6,6.0
20,10,2.0,2,-1.0,6,8.0
24,12,2.0,2,-1.0,7,10.0
28,14,0.0,2,-1.0,7,14.0
34,17,1.0,2,-1.0,9,16.0
40,20,0.0,2,-1.0,10,20.0
50,25,5.0,2,1.0,15,20.0
60,30,6.0,2,1.0,18,24.0
80,40,8.0,2,-1.0,24,32.0
100,50,6.0,2,-1.0,28,44.0
120,60,12.0,2,-1.0,36,48.0
140,70,12.0,2,-1.0,41,58.0
160,80,8.0,2,-1.0,44,72.0
180,90,8.0,2,1.0,49,82.0
200,100,6.0,2,-1.0,53,94.0
240,120,0.0,2,1.0,60,120.0
280,140,-2.0,2,1.0,69,142.0
340,170,-6.0,2,1.0,82,176.0
400,200,-4.0,2,1.0,98,204.0
500,250,-4.0,2,-1.0,123,254.0
600,300,-8.0,2,-1.0,146,308.0
800,400,-20.0,2,-1.0,190,420.0
1000,500,-20.0,2,1.0,240,520.0
1200,600,-22.0,2,-1.0,289,622.0
1400,700,-32.0,2,-1.0,334,732.0
1600,800,-60.0,2,-1.0,370,860.0
1800,900,-60.0,2,1.0,420,960.0
2000,1000,-68.0,2,1.0,466,1068.0
2400,1200,-70.0,2,-1.0,565,1270.0
2800,1400,-42.0,2,-1.0,679,1442.0
3400,1700,-28.0,2,1.0,836,1728.0
4000,2000,-38.0,2,1.0,981,2038.0
5000,2500,-40.0,2,1.0,1230,2540.0
6000,3000,-44.0,2,-1.0,1478,3044.0
8000,4000,158.0,2,1.0,2079,3842.0
10000,5000,1118.0,2,1.0,3059,3882.0
12000,6000,2072.0,2,1.0,4036,3928.0
14000,7000,3032.0,2,1.0,5016,3968.0
16000,8000,3972.0,2,1.0,5986,4028.0
18000,9000,4918.0,2,1.0,6959,4082.0
20000,10000,5864.0,2,1.0,7932,4136.0
