steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,1.0,3,1.0,2,2.0
12,4,0.0,3,-1.0,2,4.0
15,5,1.0,3,1.0,3,4.0
18,6,0.0,3,-1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,-2.0,3,-1.0,3,10.0
27,9,-1.0,3,1.0,4,10.0
30,10,0.0,3,1.0,5,10.0
36,12,0.0,3,-1.0,6,12.0
42,14,0.0,3,1.0,7,14.0
51,17,3.0,3,1.0,10,14.0
60,20,2.0,3,1.0,11,18.0
75,25,3.0,3,1.0,14,22.0
90,30,6.0,3,1.0,18,24.0
120,40,8.0,3,-1.0,24,32.0
150,50,6.0,3,-1.0,28,44.0
180,60,10.0,3,1.0,35,50.0
210,70,8.0,3,-1.0,39,62.0
240,80,10.0,3,1.0,45,70.0
270,90,14.0,3,1.0,52,76.0
300,100,12.0,3,-1.0,56,88.0
360,120,6.0,3,-1.0,63,114.0
420,140,2.0,3,1.0,71,138.0
510,170,6.0,3,1.0,88,164.0
600,200,4.0,3,-1.0,102,196.0
750,250,4.0,3,-1.0,127,246.0
900,300,0.0,3,-1.0,150,300.0
1200,400,0.0,3,1.0,200,400.0
1500,500,12.0,3,-1.0,256,488.0
1800,600,20.0,3,1.0,310,580.0
2100,700,38.0,3,1.0,369,662.0
2400,800,34.0,3,-1.0,417,766.0
2700,900,52.0,3,1.0,476,848.0
3000,1000,60.0,3,-1.0,530,940.0
3600,1200,62.0,3,-1.0,631,1138.0
4200,1400,46.0,3,1.0,723,1354.0
5100,1700,40.0,3,-1.0,870,1660.0
6000,2000,30.0,3,-1.0,1015,1970.0
7500,2500,12.0,3,-1.0,1256,2488.0
9000,3000,-20.0,3,1.0,1490,3020.0
12000,4000,-30.0,3,1.0,1985,4030.0
15000,5000,-50.0,3,1.0,2475,5050.0
18000,6000,-56.0,3,-1.0,2972,6056.0
21000,7000,-108.0,3,-1.0,3446,7108.0
24000,8000,-122.0,3,-1.0,3939,8122.0
27000,9000,-138.0,3,-1.0,4431,9138.0
30000,10000,-76.0,3,1.0,4962,10076.0
