steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.0,100,1.0
300,3,3.0,100,1.0
400,4,4.0,100,1.0
500,5,5.0,100,1.0
600,6,6.0,100,1.0
700,7,7.0,100,1.0
800,8,8.0,100,1.0
900,9,9.0,100,1.0
1000,10,10.0,100,1.0
1200,12,12.2,100,1.1
1400,14,14.299999999999999,100,1.1
1700,17,17.4,100,1.1
2000,20,20.5,100,1.1
2500,25,25.700000000000003,100,1.1
3000,30,30.700000000000003,100,1.0
4000,40,40.900000000000006,100,1.1
5000,50,51.30000000000001,100,1.1
6000,60,61.40000000000001,100,1.0
7000,70,71.5,100,1.0
8000,80,81.6,100,1.1
9000,90,91.69999999999999,100,1.0
10000,100,101.79999999999998,100,1.1
12000,120,122.09999999999997,100,1.0
14000,140,142.59999999999994,100,1.0
17000,170,173.1999999999999,100,1.0
20000,200,203.69999999999987,100,1.0
25000,250,254.7999999999998,100,1.0
30000,300,305.5,100,1.0
40000,400,406.9000000000003,100,1.1
50000,500,508.1000000000006,100,1.0
60000,600,609.800000000001,100,1.0
70000,700,711.3000000000013,100,1.0
80000,800,813.4000000000018,100,1.1
90000,900,914.6000000000021,100,1.0
100000,1000,1017.2000000000027,100,1.0
