steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,1.0,15,1.0,1,0.0
30,2,0.0,15,-1.0,1,2.0
45,3,1.0,15,1.0,2,2.0
60,4,2.0,15,1.0,3,2.0
75,5,1.0,15,-1.0,3,4.0
90,6,0.0,15,-1.0,3,6.0
105,7,-1.0,15,-1.0,3,8.0
120,8,-2.0,15,-1.0,3,10.0
135,9,-3.0,15,-1.0,3,12.0
150,10,-2.0,15,1.0,4,12.0
180,12,0.0,15,1.0,6,12.0
210,14,0.0,15,-1.0,7,14.0
255,17,-1.0,15,-1.0,8,18.0
300,20,0.0,15,1.0,10,20.0
375,25,1.0,15,1.0,13,24.0
450,30,0.0,15,-1.0,15,30.0
600,40,-8.0,15,-1.0,16,48.0
750,50,-8.0,15,-1.0,21,58.0
900,60,-6.0,15,1.0,27,66.0
1050,70,-6.0,15,-1.0,32,76.0
1200,80,-10.0,15,-1.0,35,90.0
1350,90,-10.0,15,1.0,40,100.0
1500,100,-14.0,15,1.0,43,114.0
1800,120,-18.0,15,-1.0,51,138.0
2100,140,-28.0,15,-1.0,56,168.0
2550,170,-28.0,15,-1.0,71,198.0
3000,200,-34.0,15,-1.0,83,234.0
3750,250,-44.0,15,-1.0,103,294.0
4500,300,-34.0,15,-1.0,133,334.0
6000,400,-50.0,15,-1.0,175,450.0
7500,500,-54.0,15,-1.0,223,554.0
9000,600,-40.0,15,-1.0,280,640.0
10500,700,-48.0,15,1.0,326,748.0
12000,800,-36.0,15,-1.0,382,836.0
13500,900,-26.0,15,1.0,437,926.0
15000,1000,-14.0,15,-1.0,493,1014.0
18000,1200,-2.0,15,-1.0,599,1202.0
21000,1400,-26.0,15,-1.0,687,1426.0
25500,1700,-56.0,15,1.0,822,1756.0
30000,2000,-72.0,15,-1.0,964,2072.0
37500,2500,-60.0,15,-1.0,1220,2560.0
45000,3000,-56.0,15,-1.0,1472,3056.0
60000,4000,-2.0,15,1.0,1999,4002.0
75000,5000,16.0,15,1.0,2508,4984.0
90000,6000,24.0,15,1.0,3012,5976.0
105000,7000,38.0,15,-1.0,3519,6962.0
120000,8000,44.0,15,1.0,4022,7956.0
135000,9000,54.0,15,-1.0,4527,8946.0
150000,10000,54.0,15,-1.0,5027,9946.0
