steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,1.0,3,1.0,2,2.0
12,4,2.0,3,1.0,3,2.0
15,5,1.0,3,-1.0,3,4.0
18,6,0.0,3,-1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,-2.0,3,-1.0,3,10.0
27,9,-1.0,3,1.0,4,10.0
30,10,0.0,3,1.0,5,10.0
36,12,0.0,3,-1.0,6,12.0
42,14,2.0,3,1.0,8,12.0
51,17,-1.0,3,-1.0,8,18.0
60,20,-4.0,3,-1.0,8,24.0
75,25,-3.0,3,1.0,11,28.0
90,30,2.0,3,1.0,16,28.0
120,40,4.0,3,-1.0,22,36.0
150,50,8.0,3,-1.0,29,42.0
180,60,8.0,3,1.0,34,52.0
210,70,2.0,3,-1.0,36,68.0
240,80,-4.0,3,-1.0,38,84.0
270,90,-2.0,3,1.0,44,92.0
300,100,0.0,3,-1.0,50,100.0
360,120,4.0,3,-1.0,62,116.0
420,140,8.0,3,-1.0,74,132.0
510,170,2.0,3,-1.0,86,168.0
600,200,4.0,3,-1.0,102,196.0
750,250,14.0,3,1.0,132,236.0
900,300,22.0,3,-1.0,161,278.0
1200,400,32.0,3,-1.0,216,368.0
1500,500,30.0,3,-1.0,265,470.0
1800,600,64.0,3,-1.0,332,536.0
2100,700,80.0,3,1.0,390,620.0
2400,800,104.0,3,1.0,452,696.0
2700,900,144.0,3,-1.0,522,756.0
3000,1000,168.0,3,1.0,584,832.0
3600,1200,200.0,3,1.0,700,1000.0
4200,1400,238.0,3,-1.0,819,1162.0
5100,1700,290.0,3,-1.0,995,1410.0
6000,2000,346.0,3,-1.0,1173,1654.0
7500,2500,484.0,3,1.0,1492,2016.0
9000,3000,624.0,3,1.0,1812,2376.0
12000,4000,966.0,3,1.0,2483,3034.0
15000,5000,1284.0,3,1.0,3142,3716.0
18000,6000,1664.0,3,-1.0,3832,4336.0
21000,7000,2018.0,3,-1.0,4509,4982.0
24000,8000,2370.0,3,1.0,5185,5630.0
27000,9000,2738.0,3,1.0,5869,6262.0
30000,10000,3098.0,3,-1.0,6549,6902.0
