steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,1.0,3,1.0,2,2.0
12,4,0.0,3,-1.0,2,4.0
15,5,1.0,3,1.0,3,4.0
18,6,2.0,3,1.0,4,4.0
21,7,3.0,3,1.0,5,4.0
24,8,2.0,3,-1.0,5,6.0
27,9,1.0,3,-1.0,5,8.0
30,10,0.0,3,-1.0,5,10.0
36,12,0.0,3,1.0,6,12.0
42,14,2.0,3,1.0,8,12.0
51,17,-1.0,3,-1.0,8,18.0
60,20,0.0,3,1.0,10,20.0
75,25,1.0,3,1.0,13,24.0
90,30,0.0,3,-1.0,15,30.0
120,40,-2.0,3,1.0,19,42.0
150,50,-4.0,3,-1.0,23,54.0
180,60,-12.0,3,-1.0,24,72.0
210,70,-6.0,3,1.0,32,76.0
240,80,-10.0,3,-1.0,35,90.0
270,90,-8.0,3,-1.0,41,98.0
300,100,-2.0,3,1.0,49,102.0
360,120,6.0,3,1.0,63,114.0
420,140,2.0,3,-1.0,71,138.0
510,170,-2.0,3,1.0,84,172.0
600,200,-8.0,3,-1.0,96,208.0
750,250,0.0,3,1.0,125,250.0
900,300,0.0,3,-1.0,150,300.0
1200,400,2.0,3,-1.0,201,398.0
1500,500,-8.0,3,-1.0,246,508.0
1800,600,0.0,3,-1.0,300,600.0
2100,700,10.0,3,-1.0,355,690.0
2400,800,34.0,3,1.0,417,766.0
2700,900,62.0,3,1.0,481,838.0
3000,1000,86.0,3,1.0,543,914.0
3600,1200,122.0,3,1.0,661,1078.0
4200,1400,158.0,3,1.0,779,1242.0
5100,1700,214.0,3,1.0,957,1486.0
6000,2000,270.0,3,-1.0,1135,1730.0
7500,2500,404.0,3,-1.0,1452,2096.0
9000,3000,526.0,3,1.0,1763,2474.0
12000,4000,780.0,3,1.0,2390,3220.0
15000,5000,1010.0,3,-1.0,3005,3990.0
18000,6000,1276.0,3,1.0,3638,4724.0
21000,7000,1556.0,3,-1.0,4278,5444.0
24000,8000,1896.0,3,1.0,4948,6104.0
27000,9000,2166.0,3,-1.0,5583,6834.0
30000,10000,2478.0,3,1.0,6239,7522.0
