steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.0,100,1.0
300,3,3.0,100,1.0
400,4,4.0,100,1.0
500,5,5.0,100,1.0
600,6,6.0,100,1.0
700,7,7.0,100,1.0
800,8,8.1,100,1.1
900,9,9.1,100,1.0
1000,10,10.1,100,1.0
1200,12,12.1,100,1.0
1400,14,14.1,100,1.0
1700,17,17.1,100,1.0
2000,20,20.200000000000003,100,1.0
2500,25,25.200000000000003,100,1.0
3000,30,30.200000000000003,100,1.0
4000,40,40.300000000000004,100,1.0
5000,50,50.400000000000006,100,1.0
6000,60,60.70000000000001,100,1.1
7000,70,71.0,100,1.0
8000,80,81.1,100,1.0
9000,90,91.29999999999998,100,1.0
10000,100,101.49999999999997,100,1.0
12000,120,121.79999999999995,100,1.0
14000,140,141.99999999999994,100,1.0
17000,170,172.29999999999993,100,1.0
20000,200,202.5999999999999,100,1.0
25000,250,252.8999999999999,100,1.0
30000,300,303.0999999999999,100,1.0
40000,400,403.6,100,1.0
50000,500,503.6,100,1.0
60000,600,603.7,100,1.0
70000,700,703.7,100,1.0
80000,800,803.7,100,1.0
90000,900,903.8000000000001,100,1.0
100000,1000,1003.9000000000001,100,1.0
