steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,1.0,3,1.0,2,2.0
12,4,2.0,3,1.0,3,2.0
15,5,1.0,3,-1.0,3,4.0
18,6,2.0,3,1.0,4,4.0
21,7,1.0,3,-1.0,4,6.0
24,8,0.0,3,-1.0,4,8.0
27,9,-1.0,3,-1.0,4,10.0
30,10,0.0,3,1.0,5,10.0
36,12,-2.0,3,-1.0,5,14.0
42,14,0.0,3,1.0,7,14.0
51,17,1.0,3,1.0,9,16.0
60,20,-2.0,3,-1.0,9,22.0
75,25,3.0,3,1.0,14,22.0
90,30,-2.0,3,-1.0,14,32.0
120,40,2.0,3,1.0,21,38.0
150,50,6.0,3,1.0,28,44.0
180,60,2.0,3,1.0,31,58.0
210,70,-2.0,3,-1.0,34,72.0
240,80,0.0,3,-1.0,40,80.0
270,90,-2.0,3,-1.0,44,92.0
300,100,-4.0,3,-1.0,48,104.0
360,120,-2.0,3,1.0,59,122.0
420,140,-4.0,3,-1.0,68,144.0
510,170,-4.0,3,-1.0,83,174.0
600,200,-2.0,3,-1.0,99,202.0
750,250,-4.0,3,1.0,123,254.0
900,300,0.0,3,-1.0,150,300.0
1200,400,6.0,3,1.0,203,394.0
1500,500,-6.0,3,1.0,247,506.0
1800,600,-6.0,3,-1.0,297,606.0
2100,700,8.0,3,1.0,354,692.0
2400,800,20.0,3,-1.0,410,780.0
2700,900,24.0,3,1.0,462,876.0
3000,1000,12.0,3,1.0,506,988.0
3600,1200,26.0,3,1.0,613,1174.0
4200,1400,48.0,3,-1.0,724,1352.0
5100,1700,32.0,3,1.0,866,1668.0
6000,2000,40.0,3,-1.0,1020,1960.0
7500,2500,24.0,3,1.0,1262,2476.0
9000,3000,46.0,3,-1.0,1523,2954.0
12000,4000,62.0,3,1.0,2031,3938.0
15000,5000,58.0,3,1.0,2529,4942.0
18000,6000,36.0,3,1.0,3018,5964.0
21000,7000,24.0,3,1.0,3512,6976.0
24000,8000,28.0,3,-1.0,4014,7972.0
27000,9000,64.0,3,1.0,4532,8936.0
30000,10000,60.0,3,-1.0,5030,9940.0
