steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,-1.0,41,-1.0,0,2.0
82,2,-2.0,41,-1.0,0,4.0
123,3,-1.0,41,1.0,1,4.0
164,4,-2.0,41,-1.0,1,6.0
205,5,-3.0,41,-1.0,1,8.0
246,6,-2.0,41,1.0,2,8.0
287,7,-1.0,41,1.0,3,8.0
328,8,-2.0,41,-1.0,3,10.0
369,9,-1.0,41,1.0,4,10.0
410,10,-2.0,41,-1.0,4,12.0
492,12,-4.0,41,-1.0,4,16.0
574,14,-6.0,41,-1.0,4,20.0
697,17,-7.0,41,1.0,5,24.0
820,20,-8.0,41,-1.0,6,28.0
1025,25,-9.0,41,-1.0,8,34.0
1230,30,-12.0,41,-1.0,9,42.0
1640,40,-12.0,41,1.0,14,52.0
2050,50,-8.0,41,1.0,21,58.0
2460,60,-2.0,41,1.0,29,62.0
2870,70,-8.0,41,1.0,31,78.0
3280,80,-10.0,41,-1.0,35,90.0
3690,90,-4.0,41,1.0,43,94.0
4100,100,-8.0,41,-1.0,46,108.0
4920,120,-8.0,41,1.0,56,128.0
5740,140,-10.0,41,-1.0,65,150.0
6970,170,-6.0,41,1.0,82,176.0
8200,200,-6.0,41,1.0,97,206.0
10250,250,-6.0,41,1.0,122,256.0
12300,300,-2.0,41,-1.0,149,302.0
16400,400,10.0,41,1.0,205,390.0
20500,500,14.0,41,1.0,257,486.0
24600,600,10.0,41,1.0,305,590.0
28700,700,18.0,41,1.0,359,682.0
32800,800,38.0,41,1.0,419,762.0
36900,900,34.0,41,-1.0,467,866.0
41000,1000,40.0,41,-1.0,520,960.0
49200,1200,46.0,41,1.0,623,1154.0
57400,1400,30.0,41,-1.0,715,1370.0
69700,1700,54.0,41,1.0,877,1646.0
82000,2000,54.0,41,1.0,1027,1946.0
102500,2500,20.0,41,1.0,1260,2480.0
123000,3000,28.0,41,1.0,1514,2972.0
164000,4000,94.0,41,1.0,2047,3906.0
205000,5000,106.0,41,1.0,2553,4894.0
246000,6000,118.0,41,1.0,3059,5882.0
287000,7000,70.0,41,1.0,3535,6930.0
328000,8000,28.0,41,1.0,4014,7972.0
369000,9000,32.0,41,1.0,4516,8968.0
410000,10000,50.0,41,1.0,5025,9950.0
