steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,2.0,3,1.0,2,0.0
9,3,1.0,3,-1.0,2,2.0
12,4,2.0,3,1.0,3,2.0
15,5,1.0,3,-1.0,3,4.0
18,6,0.0,3,-1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,0.0,3,1.0,4,8.0
27,9,1.0,3,1.0,5,8.0
30,10,2.0,3,1.0,6,8.0
36,12,2.0,3,-1.0,7,10.0
42,14,2.0,3,-1.0,8,12.0
51,17,1.0,3,-1.0,9,16.0
60,20,4.0,3,1.0,12,16.0
75,25,3.0,3,-1.0,14,22.0
90,30,2.0,3,-1.0,16,28.0
120,40,0.0,3,-1.0,20,40.0
150,50,2.0,3,1.0,26,48.0
180,60,4.0,3,-1.0,32,56.0
210,70,8.0,3,1.0,39,62.0
240,80,10.0,3,1.0,45,70.0
270,90,4.0,3,-1.0,47,86.0
300,100,-2.0,3,-1.0,49,102.0
360,120,-2.0,3,-1.0,59,122.0
420,140,0.0,3,1.0,70,140.0
510,170,-4.0,3,1.0,83,174.0
600,200,2.0,3,1.0,101,198.0
750,250,4.0,3,1.0,127,246.0
900,300,6.0,3,1.0,153,294.0
1200,400,-12.0,3,1.0,194,412.0
1500,500,-8.0,3,1.0,246,508.0
1800,600,-2.0,3,1.0,299,602.0
2100,700,-20.0,3,-1.0,340,720.0
2400,800,-22.0,3,1.0,389,822.0
2700,900,-20.0,3,1.0,440,920.0
3000,1000,-18.0,3,-1.0,491,1018.0
3600,1200,-18.0,3,-1.0,591,1218.0
4200,1400,6.0,3,-1.0,703,1394.0
5100,1700,18.0,3,-1.0,859,1682.0
6000,2000,10.0,3,-1.0,1005,1990.0
7500,2500,-36.0,3,-1.0,1232,2536.0
9000,3000,-60.0,3,1.0,1470,3060.0
12000,4000,-60.0,3,-1.0,1970,4060.0
15000,5000,-76.0,3,1.0,2462,5076.0
18000,6000,-98.0,3,1.0,2951,6098.0
21000,7000,-124.0,3,-1.0,3438,7124.0
24000,8000,-98.0,3,1.0,3951,8098.0
27000,9000,-100.0,3,1.0,4450,9100.0
30000,10000,-34.0,3,1.0,4983,10034.0
