steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-3.0,3,-1.0,1,8.0
18,6,-2.0,3,1.0,2,8.0
21,7,-1.0,3,1.0,3,8.0
24,8,0.0,3,1.0,4,8.0
27,9,1.0,3,1.0,5,8.0
30,10,0.0,3,-1.0,5,10.0
36,12,2.0,3,1.0,7,10.0
42,14,2.0,3,-1.0,8,12.0
51,17,-1.0,3,-1.0,8,18.0
60,20,-2.0,3,-1.0,9,22.0
75,25,-1.0,3,-1.0,12,26.0
90,30,0.0,3,-1.0,15,30.0
120,40,0.0,3,1.0,20,40.0
150,50,4.0,3,1.0,27,46.0
180,60,8.0,3,-1.0,34,52.0
210,70,6.0,3,-1.0,38,64.0
240,80,14.0,3,1.0,47,66.0
270,90,16.0,3,-1.0,53,74.0
300,100,18.0,3,1.0,59,82.0
360,120,14.0,3,1.0,67,106.0
420,140,2.0,3,-1.0,71,138.0
510,170,-2.0,3,-1.0,84,172.0
600,200,-6.0,3,1.0,97,206.0
750,250,-18.0,3,-1.0,116,268.0
900,300,-28.0,3,1.0,136,328.0
1200,400,-26.0,3,-1.0,187,426.0
1500,500,-16.0,3,1.0,242,516.0
1800,600,4.0,3,1.0,302,596.0
2100,700,0.0,3,-1.0,350,700.0
2400,800,12.0,3,-1.0,406,788.0
2700,900,22.0,3,1.0,461,878.0
3000,1000,6.0,3,-1.0,503,994.0
3600,1200,20.0,3,-1.0,610,1180.0
4200,1400,8.0,3,1.0,704,1392.0
5100,1700,10.0,3,-1.0,855,1690.0
6000,2000,-8.0,3,1.0,996,2008.0
7500,2500,-2.0,3,1.0,1249,2502.0
9000,3000,-36.0,3,-1.0,1482,3036.0
12000,4000,-76.0,3,-1.0,1962,4076.0
15000,5000,-74.0,3,-1.0,2463,5074.0
18000,6000,-160.0,3,1.0,2920,6160.0
21000,7000,-164.0,3,-1.0,3418,7164.0
24000,8000,-186.0,3,1.0,3907,8186.0
27000,9000,-162.0,3,1.0,4419,9162.0
30000,10000,-172.0,3,1.0,4914,10172.0
