steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,0.0,3,1.0,2,4.0
15,5,1.0,3,1.0,3,4.0
18,6,0.0,3,-1.0,3,6.0
21,7,-1.0,3,-1.0,3,8.0
24,8,-2.0,3,-1.0,3,10.0
27,9,-1.0,3,1.0,4,10.0
30,10,-2.0,3,-1.0,4,12.0
36,12,0.0,3,1.0,6,12.0
42,14,0.0,3,-1.0,7,14.0
51,17,1.0,3,1.0,9,16.0
60,20,-2.0,3,-1.0,9,22.0
75,25,-1.0,3,1.0,12,26.0
90,30,-2.0,3,1.0,14,32.0
120,40,-6.0,3,-1.0,17,46.0
150,50,-2.0,3,1.0,24,52.0
180,60,-4.0,3,1.0,28,64.0
210,70,0.0,3,-1.0,35,70.0
240,80,0.0,3,1.0,40,80.0
270,90,-2.0,3,-1.0,44,92.0
300,100,-2.0,3,1.0,49,102.0
360,120,-4.0,3,-1.0,58,124.0
420,140,-10.0,3,-1.0,65,150.0
510,170,-14.0,3,1.0,78,184.0
600,200,-14.0,3,-1.0,93,214.0
750,250,-8.0,3,-1.0,121,258.0
900,300,-2.0,3,1.0,149,302.0
1200,400,4.0,3,-1.0,202,396.0
1500,500,0.0,3,-1.0,250,500.0
1800,600,-14.0,3,1.0,293,614.0
2100,700,-6.0,3,-1.0,347,706.0
2400,800,6.0,3,1.0,403,794.0
2700,900,6.0,3,-1.0,453,894.0
3000,1000,-2.0,3,1.0,499,1002.0
3600,1200,-6.0,3,1.0,597,1206.0
4200,1400,-46.0,3,-1.0,677,1446.0
5100,1700,-96.0,3,1.0,802,1796.0
6000,2000,-132.0,3,1.0,934,2132.0
7500,2500,-130.0,3,-1.0,1185,2630.0
9000,3000,-112.0,3,1.0,1444,3112.0
12000,4000,-170.0,3,-1.0,1915,4170.0
15000,5000,-186.0,3,-1.0,2407,5186.0
18000,6000,-174.0,3,-1.0,2913,6174.0
21000,7000,-182.0,3,-1.0,3409,7182.0
24000,8000,-140.0,3,-1.0,3930,8140.0
27000,9000,-114.0,3,-1.0,4443,9114.0
30000,10000,-114.0,3,-1.0,4943,10114.0
