steps,episode,total_return,episode_len,episode_return
100,1,1.0,100,1.0
200,2,2.1,100,1.1
300,3,3.1,100,1.0
400,4,4.2,100,1.1
500,5,5.2,100,1.0
600,6,6.2,100,1.0
700,7,7.2,100,1.0
800,8,8.2,100,1.0
900,9,9.2,100,1.0
1000,10,10.299999999999999,100,1.1
1200,12,12.299999999999999,100,1.0
1400,14,14.299999999999999,100,1.0
1700,17,17.6,100,1.1
2000,20,20.700000000000003,100,1.0
2500,25,26.000000000000007,100,1.1
3000,30,31.30000000000001,100,1.0
4000,40,42.00000000000002,100,1.1
5000,50,52.50000000000003,100,1.0
6000,60,63.000000000000036,100,1.0
7000,70,73.8,100,1.0
8000,80,84.59999999999995,100,1.0
9000,90,95.3999999999999,100,1.1
10000,100,106.29999999999986,100,1.1
12000,120,128.09999999999977,100,1.1
14000,140,149.89999999999966,100,1.0
17000,170,182.8999999999995,100,1.1
20000,200,215.69999999999933,100,1.1
25000,250,270.59999999999945,100,1.1
30000,300,325.50000000000057,100,1.1
40000,400,435.3000000000028,100,1.1
50000,500,544.7000000000049,100,1.1
60000,600,654.1000000000071,100,1.1
70000,700,763.8000000000093,100,1.1
80000,800,873.3000000000114,100,1.1
90000,900,983.1000000000137,100,1.1
100000,1000,1092.700000000009,100,1.1
