steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,1.0,41,1.0,1,0.0
82,2,0.0,41,-1.0,1,2.0
123,3,-1.0,41,-1.0,1,4.0
164,4,-2.0,41,-1.0,1,6.0
205,5,-1.0,41,1.0,2,6.0
246,6,0.0,41,1.0,3,6.0
287,7,1.0,41,1.0,4,6.0
328,8,2.0,41,1.0,5,6.0
369,9,3.0,41,1.0,6,6.0
410,10,4.0,41,1.0,7,6.0
492,12,2.0,41,-1.0,7,10.0
574,14,4.0,41,1.0,9,10.0
697,17,5.0,41,-1.0,11,12.0
820,20,4.0,41,-1.0,12,16.0
1025,25,7.0,41,1.0,16,18.0
1230,30,2.0,41,-1.0,16,28.0
1640,40,0.0,41,1.0,20,40.0
2050,50,2.0,41,1.0,26,48.0
2460,60,2.0,41,1.0,31,58.0
2870,70,-4.0,41,-1.0,33,74.0
3280,80,-8.0,41,-1.0,36,88.0
3690,90,-4.0,41,-1.0,43,94.0
4100,100,-4.0,41,-1.0,48,104.0
4920,120,2.0,41,1.0,61,118.0
5740,140,8.0,41,1.0,74,132.0
6970,170,12.0,41,1.0,91,158.0
8200,200,14.0,41,-1.0,107,186.0
10250,250,22.0,41,-1.0,136,228.0
12300,300,16.0,41,1.0,158,284.0
16400,400,-2.0,41,-1.0,199,402.0
20500,500,4.0,41,-1.0,252,496.0
24600,600,12.0,41,-1.0,306,588.0
28700,700,8.0,41,-1.0,354,692.0
32800,800,14.0,41,1.0,407,786.0
36900,900,16.0,41,-1.0,458,884.0
41000,1000,14.0,41,-1.0,507,986.0
49200,1200,22.0,41,1.0,611,1178.0
57400,1400,12.0,41,-1.0,706,1388.0
69700,1700,32.0,41,-1.0,866,1668.0
82000,2000,8.0,41,-1.0,1004,1992.0
102500,2500,30.0,41,-1.0,1265,2470.0
123000,3000,16.0,41,-1.0,1508,2984.0
164000,4000,-38.0,41,-1.0,1981,4038.0
205000,5000,-40.0,41,-1.0,2480,5040.0
246000,6000,-26.0,41,1.0,2987,6026.0
287000,7000,-22.0,41,-1.0,3489,7022.0
328000,8000,-24.0,41,1.0,3988,8024.0
369000,9000,-30.0,41,-1.0,4485,9030.0
410000,10000,-40.0,41,-1.0,4980,10040.0
