steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-3.0,3,-1.0,1,8.0
18,6,-4.0,3,-1.0,1,10.0
21,7,-5.0,3,-1.0,1,12.0
24,8,-4.0,3,1.0,2,12.0
27,9,-3.0,3,1.0,3,12.0
30,10,-4.0,3,-1.0,3,14.0
36,12,-4.0,3,1.0,4,16.0
42,14,-4.0,3,-1.0,5,18.0
51,17,-1.0,3,1.0,8,18.0
60,20,-4.0,3,-1.0,8,24.0
75,25,-5.0,3,1.0,10,30.0
90,30,-4.0,3,-1.0,13,34.0
120,40,-8.0,3,-1.0,16,48.0
150,50,-8.0,3,-1.0,21,58.0
180,60,-4.0,3,1.0,28,64.0
210,70,-6.0,3,-1.0,32,76.0
240,80,-8.0,3,1.0,36,88.0
270,90,-2.0,3,1.0,44,92.0
300,100,2.0,3,-1.0,51,98.0
360,120,16.0,3,1.0,68,104.0
420,140,32.0,3,1.0,86,108.0
510,170,56.0,3,1.0,113,114.0
600,200,84.0,3,1.0,142,116.0
750,250,126.0,3,1.0,188,124.0
900,300,174.0,3,1.0,237,126.0
1200,400,258.0,3,1.0,329,142.0
1500,500,350.0,3,-1.0,425,150.0
1800,600,448.0,3,1.0,524,152.0
2100,700,548.0,3,1.0,624,152.0
2400,800,644.0,3,1.0,722,156.0
2700,900,744.0,3,1.0,822,156.0
3000,1000,844.0,3,1.0,922,156.0
3600,1200,1044.0,3,1.0,1122,156.0
4200,1400,1238.0,3,1.0,1319,162.0
5100,1700,1534.0,3,1.0,1617,166.0
6000,2000,1818.0,3,1.0,1909,182.0
7500,2500,2314.0,3,1.0,2407,186.0
9000,3000,2752.0,3,1.0,2876,248.0
12000,4000,3720.0,3,1.0,3860,280.0
15000,5000,4706.0,3,1.0,4853,294.0
18000,6000,5680.0,3,1.0,5840,320.0
21000,7000,6680.0,3,1.0,6840,320.0
24000,8000,7678.0,3,1.0,7839,322.0
27000,9000,8556.0,3,1.0,8778,444.0
30000,10000,9556.0,3,1.0,9778,444.0
