steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,-1.0,2,-1.0,0,2.0
4,2,0.0,2,1.0,1,2.0
6,3,-1.0,2,-1.0,1,4.0
8,4,0.0,2,1.0,2,4.0
10,5,1.0,2,1.0,3,4.0
12,6,0.0,2,-1.0,3,6.0
14,7,1.0,2,1.0,4,6.0
16,8,2.0,2,1.0,5,6.0
18,9,3.0,2,1.0,6,6.0
20,10,4.0,2,1.0,7,6.0
24,12,4.0,2,-1.0,8,8.0
28,14,2.0,2,-1.0,8,12.0
34,17,-1.0,2,-1.0,8,18.0
40,20,-4.0,2,-1.0,8,24.0
50,25,-1.0,2,-1.0,12,26.0
60,30,0.0,2,1.0,15,30.0
80,40,-4.0,2,-1.0,18,44.0
100,50,-2.0,2,1.0,24,52.0
120,60,-6.0,2,-1.0,27,66.0
140,70,-6.0,2,1.0,32,76.0
160,80,-2.0,2,-1.0,39,82.0
180,90,-4.0,2,-1.0,43,94.0
200,100,-4.0,2,-1.0,48,104.0
240,120,0.0,2,1.0,60,120.0
280,140,6.0,2,1.0,73,134.0
340,170,22.0,2,1.0,96,148.0
400,200,42.0,2,1.0,121,158.0
500,250,86.0,2,1.0,168,164.0
600,300,130.0,2,1.0,215,170.0
800,400,230.0,2,1.0,315,170.0
1000,500,328.0,2,1.0,414,172.0
1200,600,392.0,2,1.0,496,208.0
1400,700,460.0,2,1.0,580,240.0
1600,800,560.0,2,1.0,680,240.0
1800,900,658.0,2,1.0,779,242.0
2000,1000,758.0,2,1.0,879,242.0
2400,1200,954.0,2,1.0,1077,246.0
2800,1400,1154.0,2,1.0,1277,246.0
3400,1700,1452.0,2,1.0,1576,248.0
4000,2000,1750.0,2,1.0,1875,250.0
5000,2500,2250.0,2,1.0,2375,250.0
6000,3000,2746.0,2,1.0,2873,254.0
8000,4000,3682.0,2,1.0,3841,318.0
10000,5000,4682.0,2,1.0,4841,318.0
12000,6000,5676.0,2,1.0,5838,324.0
14000,7000,6670.0,2,1.0,6835,330.0
16000,8000,7466.0,2,1.0,7733,534.0
18000,9000,7476.0,2,-1.0,8238,1524.0
20000,10000,7476.0,2,-1.0,8738,2524.0
