steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,0.0,3,-1.0,1,2.0
9,3,1.0,3,1.0,2,2.0
12,4,2.0,3,1.0,3,2.0
15,5,1.0,3,-1.0,3,4.0
18,6,2.0,3,1.0,4,4.0
21,7,3.0,3,1.0,5,4.0
24,8,2.0,3,-1.0,5,6.0
27,9,3.0,3,1.0,6,6.0
30,10,2.0,3,-1.0,6,8.0
36,12,4.0,3,1.0,8,8.0
42,14,4.0,3,1.0,9,10.0
51,17,3.0,3,-1.0,10,14.0
60,20,4.0,3,1.0,12,16.0
75,25,5.0,3,1.0,15,20.0
90,30,2.0,3,-1.0,16,28.0
120,40,0.0,3,1.0,20,40.0
150,50,4.0,3,1.0,27,46.0
180,60,2.0,3,1.0,31,58.0
210,70,4.0,3,1.0,37,66.0
240,80,8.0,3,1.0,44,72.0
270,90,8.0,3,-1.0,49,82.0
300,100,10.0,3,1.0,55,90.0
360,120,8.0,3,1.0,64,112.0
420,140,10.0,3,-1.0,75,130.0
510,170,10.0,3,1.0,90,160.0
600,200,22.0,3,-1.0,111,178.0
750,250,44.0,3,1.0,147,206.0
900,300,60.0,3,1.0,180,240.0
1200,400,78.0,3,-1.0,239,322.0
1500,500,102.0,3,-1.0,301,398.0
1800,600,126.0,3,1.0,363,474.0
2100,700,126.0,3,1.0,413,574.0
2400,800,136.0,3,1.0,468,664.0
2700,900,152.0,3,-1.0,526,748.0
3000,1000,170.0,3,-1.0,585,830.0
3600,1200,222.0,3,-1.0,711,978.0
4200,1400,276.0,3,-1.0,838,1124.0
5100,1700,340.0,3,1.0,1020,1360.0
6000,2000,398.0,3,-1.0,1199,1602.0
7500,2500,504.0,3,-1.0,1502,1996.0
9000,3000,636.0,3,1.0,1818,2364.0
12000,4000,884.0,3,1.0,2442,3116.0
15000,5000,1170.0,3,1.0,3085,3830.0
18000,6000,1506.0,3,-1.0,3753,4494.0
21000,7000,1834.0,3,-1.0,4417,5166.0
24000,8000,2176.0,3,1.0,5088,5824.0
27000,9000,2546.0,3,1.0,5773,6454.0
30000,10000,2898.0,3,-1.0,6449,7102.0
