steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
2,1,1.0,2,1.0,1,0.0
4,2,2.0,2,1.0,2,0.0
6,3,3.0,2,1.0,3,0.0
8,4,2.0,2,-1.0,3,2.0
10,5,3.0,2,1.0,4,2.0
12,6,4.0,2,1.0,5,2.0
14,7,3.0,2,-1.0,5,4.0
16,8,2.0,2,-1.0,5,6.0
18,9,3.0,2,1.0,6,6.0
20,10,4.0,2,1.0,7,6.0
24,12,6.0,2,1.0,9,6.0
28,14,8.0,2,1.0,11,6.0
34,17,11.0,2,1.0,14,6.0
40,20,12.0,2,-1.0,16,8.0
50,25,11.0,2,-1.0,18,14.0
60,30,10.0,2,-1.0,20,20.0
80,40,10.0,2,-1.0,25,30.0
100,50,12.0,2,1.0,31,38.0
120,60,14.0,2,1.0,37,46.0
140,70,12.0,2,-1.0,41,58.0
160,80,14.0,2,1.0,47,66.0
180,90,20.0,2,1.0,55,70.0
200,100,22.0,2,-1.0,61,78.0
240,120,34.0,2,1.0,77,86.0
280,140,36.0,2,1.0,88,104.0
340,170,32.0,2,1.0,101,138.0
400,200,28.0,2,-1.0,114,172.0
500,250,18.0,2,-1.0,134,232.0
600,300,18.0,2,-1.0,159,282.0
800,400,16.0,2,-1.0,208,384.0
1000,500,10.0,2,1.0,255,490.0
1200,600,4.0,2,1.0,302,596.0
1400,700,2.0,2,-1.0,351,698.0
1600,800,18.0,2,1.0,409,782.0
1800,900,28.0,2,1.0,464,872.0
2000,1000,44.0,2,-1.0,522,956.0
2400,1200,84.0,2,1.0,642,1116.0
2800,1400,112.0,2,-1.0,756,1288.0
3400,1700,188.0,2,1.0,944,1512.0
4000,2000,254.0,2,1.0,1127,1746.0
5000,2500,430.0,2,1.0,1465,2070.0
6000,3000,702.0,2,1.0,1851,2298.0
8000,4000,1240.0,2,1.0,2620,2760.0
10000,5000,1952.0,2,1.0,3476,3048.0
12000,6000,2816.0,2,1.0,4408,3184.0
14000,7000,3764.0,2,1.0,5382,3236.0
16000,8000,4696.0,2,1.0,6348,3304.0
18000,9000,5660.0,2,1.0,7330,3340.0
20000,10000,6622.0,2,1.0,8311,3378.0
